Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"Flew DOH-KGL-LUN 10-11 Sept. 2022 on two different B737 versions. This, in conjunction with QR from Bangkok. QR is new partner of Rwandair and it functions despite some hiccups on ticketing, pricing, FFP. Partnership with Qatar Airways is incomplete and unclear: e.g. issued tickets are only partly compatible and manageable on both airlines. Granted lounge access in Doha after a short discussion and some photocopying. Both flights on time. Very noisy aircrafts, very limited IFE. Food very good, as always. Special meal delivered to perfection. Additional meals were offered and I tested them as also being good, and well cooked. FA’s are very friendly and caring, all stunning elegant, more than 6 feet tall, well rested, humorous, and confident. Transfer in Kigali smooth, was granted access to Pearl lounge after a short discussion (not clear whether a QR gold card gives you access as most QR-frills do not apply for their partners like smaller, non-OneWorld airlines). Luggage: no issues. Flights on time. IFE poor but present. Manage to change FFP from Qatars’ Priv. Club to Rwandairs’ Dream-Miles at the gate in Doha to maximise earnings on both programs. The airlines’ frequent flyer programs are reciprocal only within limitations, thus I had to split the Mileage earnings to 2 programs according to sectors.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ed/7b/default-avatar-2020-6.jpg,https://www.tripadvisor.com/Profile/andersp536,Anders P wrote a review Sep 2022,Anders P,,40 contributions,25 helpful votes,Doha - Lusaka,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r861670245-RwandAir-World.html,Love and care their passengers,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"I've travelled with Rwandair about 8 times this year and every experience has been wonderful. They are the most child friendly airline that I've been on, they are warm, patient and kind toward parents with kids.

Recently I flew alone with my two toddlers, once the staff noticed that my kids were irritable they immediately stepped in to speed up the check in process, to take my bags for me to the boarding gate so that I could carry my babies, then on the airline they constantly checked in on me, lent an extra hand where I needed it and treated my kids with kindness.

On a previous flight when my little kid was still an infant, the air host made the effort to offer an easier seat, helped me move and assured me that he was available at any time I needed a hand, he meant it.

The food is good too!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ee/db/default-avatar-2020-10.jpg,https://www.tripadvisor.com/Profile/raeesat2022,Raeesa T wrote a review Sep 2022,Raeesa T,"Boston, Massachusetts",1 contribution,,Kigali - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r861566206-RwandAir-World.html,Ms,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
On time and good customer service. Keep it up and will definitely be using you often. Will definitely recommend.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/2e/default-avatar-2020-67.jpg,https://www.tripadvisor.com/Profile/Jacobsjess,Jessica Jacobs wrote a review Sep 2022,Jessica Jacobs,,2 contributions,,Johannesburg - Lusaka,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r858379455-RwandAir-World.html,5 Star Service,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
Travelled to Harare with this airline and lost 3bags out of 5 on arrival. There is no sympathy or apology from staff when we were trying to locate our baggage. One member of staff called it normal and appeared unapologetic instead we seemed to be the problem making efforts of locating our baggage. We got 50USD which didn't meet our needs as a family of 5. The staff would promise to contact you and you don't hear from them. The only person who was responsive is James Nkurunziza by email. At least he expedited for us to get our baggage. I have young children and will not use this airline or recommend anyone to use it. When coming back to the UK the flight was delayed and the kids got so irritable. My son and hubby were moved from their seats to accommodate another family. Shocking!!!,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/74/default-avatar-2020-68.jpg,https://www.tripadvisor.com/Profile/W7299JLedithm,Edith M wrote a review Aug 2022,Edith M,,1 contribution,,London - Harare,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r857478784-RwandAir-World.html,Terrible service,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Our experience with Rwandair was honestly brilliant, staff were lovely food was good but what let them down was that on arrival im Harare they lost all our luggage - 6 bags in total. We were told we MIGHT get them on the next flight in 2 - 3 days. As we were travelling on from Harare the next day for 7 days we had to rush around and buy necessities and clothes for 7 days for 3 people, this was a huge expence to an already costly holiday. On flying back to the UK 3 weeks later, our luggage was lost again this time 2 suitcases. All travellers who didn't get luggage were travelling from Harare. It is unacceptable for an airline to be leaving luggage behind especially due to the cost of air tickets and the inconvenience it is causing people who are using this service. It is incredibly disappointing as the cost of  the flight and the time taken to travel suited us very well however I am not sure we will fly Rwandair again because of this. One incident of lost luggage is tolerable but to happen twice on the same trip is not acceptable. Still waiting too be informed as to when our luggage will arrive. No communication from them to us until I emailed to find out what is happening and currently have no idea when our luggage will arrive. They will be in touch......waiting patiently.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e4/59/default-avatar-2020-49.jpg,https://www.tripadvisor.com/Profile/shellbellzim,shellbellzim wrote a review Aug 2022,shellbellzim,,2 contributions,,London - Harare,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r856578086-RwandAir-World.html,Disappointed,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"I've flown with Rwandair multiple times over the last few years now, and whilst they don't have all the frills, they have always had good service, comfy seats and been great value... until today.

Travelling with my 4 month old baby, I stood for over an hour at the check in desk (this doesn't include waiting to be served), we were late departing, snotty service on board, warm drinks and a shambles as far as seat allocations were concerned. Delayed in Kigali, chaotic connecting flight to Harare and to top it off, not one of our family's 7 checked bags arrived. Apparently over 70 bags were deliberately left in Kigali, surely thats half the plane? Speaking to locals, this is apparently a routine occurrence, leaving a permanent sea of luggage (missed off the previous flight) waiting for collection. Not a sole around to help or advise, no offer of compensation and not even the hint of an apology. I am appalled and do not believe they should be able to get away with this.",https://media-cdn.tripadvisor.com/media/photo-t/09/14/f8/ad/achm-hospitality.jpg,https://www.tripadvisor.com/Profile/jay_hospitality,jay_hospitality wrote a review Aug 2022,jay_hospitality,Victoria Falls,59 contributions,18 helpful votes,London - Harare,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r855536803-RwandAir-World.html,Poor,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I was supposed to fly to SA on the 25th but there was an issue with my visa because it was hand written and some parts were badly filled out, like they rushed it. So that airline, ASKY said I would have to go back to the SA embassy to rectify the problem - that was how I missed that flight, then yesterday, I went and got the visa corrected at VFS and also got an email from the SA embassy validating the visa in case anyone asked questions. I got to the airport, but the next ASKY flight to SA would be on Thursday, so the organizers of the program I'm going for, booked a one way flight on Rwand Air so I could fly yesterday. The lady looking through my papers noted the changes on the visa and I showed her the email. She took it to her boss and came back and nothing more was said about the visa. Instead, they looked at my flight itinerary and said my return ticket had no ticket number - the return ticket is with SAA. I got the organizers to send the ticket number but the lady at the desk said her boss said I must get a return ticket with Rwand Air and she said I should wait to appeal to the boss. I kept waiting and he didn't come. That was when I finally lost it and sat on the floor and raked for them but no one answered me. Until I took a video of them, saying what they had done to me. Then the managers and officials of the airline and FAAN came and the issue now became about me making a video and that was basically what I was punished for. I was taken to their crime unit and they got even more upset that I tweeted about what was happening to me. So I was detained for long then taken the police station and accused me of unruly behaviour and of bringing 'doctored' visa and the airline manager now appeared and said he was trying to explain to me that the issue was with the visa and that I could be sent back by SA immigration and if that happened, then I would have to buy a ticket with them and claimed that I refused to listen to anyone. These were all lies. No one told me anything about my visa still being the issue - they just said I had to buy a new ticket. I wasn't allowed to say my side of the story. It was only Rwand Air, the police and airport officials talking and accusing me of all sorts of things and making me, the victim, into the villain. Then they forced me to write an apology letter at the police station after threats of jail or a fine of 250,000. They made me take down the video and tweets and make another video debunking the firs video. Then they let me go. The Rwand Air manager was 'magnanimous' enough to say that they could let me fly the next day, but I must sign an undertaking that if I am sent back by SA immigration, I must pay for my return ticket. I have chosen instead to stay in my house",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f3/e4/default-avatar-2020-30.jpg,https://www.tripadvisor.com/Profile/654omotundea,Omotunde A wrote a review Jul 2022,Omotunde A,,1 contribution,,Lagos - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r850835270-RwandAir-World.html,I was bullied by the airline,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Horrible airline. I purchased a ticket which was supposedly changeable for a $50 fee. When I needed to change dates, they would not give me flight credit  to rebook myself and kept quoting me prices that were two or three times higher than what I could see on their website. The fee to change suddenly became the entire amount I had already paid $400. I cut my losses and will never book their flights again. Plus, their flights are over priced. You're better off booking KQ or air Tz and Uganda airlines.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/79/default-avatar-2020-21.jpg,https://www.tripadvisor.com/Profile/sheilat401,Sheila T wrote a review Jul 2022,Sheila T,,1 contribution,1 helpful vote,Kigali - Dar es Salaam,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r849218504-RwandAir-World.html,Greedy and dishonest,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Terrible as check in took us more than 5 hours.  Avoid rwandair by all cost. 3hours waiting to board in to no avail.  Worse customer service as there is no information from the team 🙄🙄😡😡😡,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f3/e4/default-avatar-2020-30.jpg,https://www.tripadvisor.com/Profile/V9010SZel,e L wrote a review Jul 2022,e L,,1 contribution,1 helpful vote,Dubai - Douala,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r846387639-RwandAir-World.html,WORSE EXPERIENCE,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The flights and service were great but the follow-up just reeks of disinterest. Upon arrival at Entebbe, I found that both of my suitcases had been extensively damaged. I made a complaint at the airport and filled some forms. Two weeks later I had heard nothing so attended Rwandair office in Kampala. They knew nothing of the problem. I filed a second return and waited. Following assurances of attention and an agreement to pay compensation (about 1/2 what the cases were worth) two months have passed and nothing. The local reps are just disempowered drones who say one thing and then do nothing.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com/Profile/ianpY9265DH,Ian P wrote a review Jul 2022,Ian P,"Kampala, Uganda",13 contributions,3 helpful votes,Chicago - Entebbe,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r845629088-RwandAir-World.html,Damage to Luggage and poor response,Date of travel: April 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Yesterday me and my brother travelled to Zim. We didn't find one bag  on arrival. Speaking for myself this is really hurtful. My brother doesn't have any clothes to change as we speak. The worst thing is noone from the airline was there/made any effort to communicate what might have happened with our bags. Noone communicated properly when we can expect our bags. A huge company providing services to many people should at least show some concern for customers and communicate any inconveniences. We were made to fill forms by some agents at the airport who didn't seem have much knowledge on what we should expect because there was noone from the airline to help. Can we at least know how  we can be sure that we receive our bag on Wednesday and what time. Because the service seems unreliable. How can we know where our bag is and if it's safe. Was my first time travelling with Rwandair and I must say such a disappointing experience. Bags get lost/don't get packed but it can be better if someone can communicate to clients. We were desperate for some assistance at the airport and couldn't get any.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/43/default-avatar-2020-11.jpg,https://www.tripadvisor.com/Profile/rudod2022,Rudo D wrote a review Jun 2022,Rudo D,,1 contribution,,Cape Town Central - Harare,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r843769906-RwandAir-World.html,Disappointed by service,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"My flight by Rwandair got cancelled early March: they let us wait for 6 hours in the airport (after supposed departure time) without any information ! This is not how a decent airline is expected to treat its customers . We got booked on a new flight two times, meaning two times, we got back to the airport to find out completely at the end, before boarding, that we could not board the other aircraft as the flight was fully booked. I never experienced this ever before in my life (and have been going thorugh quite some candellatuobs so far).

Moreover, I tried claiming a refund but customer service is almost unreachable and tries to avoid responding my questions. They say it is not possible to claim a refund etc. nor refund costs incurred for excess luggage at another airline (where they rebooked us on), but when I ask where I can see proof of this statement, all goes silent and I don't get answers anymore. Hence I highy doubt their fairness in way of approaching refunds/claims etc.

Just a message: please, be aware when you are flying this company and better don't do so, in order not to experience the same hassle as I unfortunately encountered. I learned a valuable lesson not to fly ever again with a company of cheaters like this one, at least...",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e4/a9/default-avatar-2020-50.jpg,https://www.tripadvisor.com/Profile/123dirkdr,DirkDR wrote a review Jun 2022,DirkDR,Republic of North Macedonia,3 contributions,,Kigali - Brussels,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r843550499-RwandAir-World.html,Most horribly customer service I have ever encountered,Date of travel: March 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Fly RwandAir and lose your luggage.  They are really bad when it comes to luggage and compensation.  Following the loss of my luggage, I have submitted letters to their offices in Harare and THEY SIMPLY DO NOT RESPOND.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/81/default-avatar-2020-43.jpg,https://www.tripadvisor.com/Profile/thomasmW8557XJ,Thomas M wrote a review Jun 2022,Thomas M,,3 contributions,,Dubai - Harare,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r843290280-RwandAir-World.html,Fly RwandAir and lose your luggage.  They are really bad when it comes to luggage and compensation.,Date of travel: July 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The pilots are all well established and the flight in general was comforting and able to sleep without any alerts to tighten sit belts. Therefore the pilots get 10/10 from me.

Checking in: no information about check in requirements were provided so it was very easy to miss a flight due to lack of information. One of the requirements was a covid test and persenger locator form but this information was not given before hand. Luckily I called the airline a few hours before my flight.

Some of the Aircraft attendants were unprofessional. I was in the toilet when she started banging on the door asking me to get out. When I opened the door she asked me to go back to my sit but there was no emergency. We were waiting for others to board the plain from Brussels.
The stop over at Brussels was not showed on the air ticket. And while we wait there we are not allowed to stand up or to walk to be able to stretch. They keep asking as to go back to our sits and fasten our sit belts:(

When they want your attention they just touch you without asking to be excused.

I was one of the 10 people to check in but I was allocated the bottom last sits next to the toilet in both crafts yet they were many empty sits on both crafts.
I was not happy with that.
I also hated the waiting of 4,hours in Rwanda and I found the Rwandese very rude at the airport when we arrived.
You can easily miss your flight because there are no clear information during the transit long hours.
The food was not great either. I would have preferred eating Rwandese traditional meals to rice and curry that was restless.
For those reason, I will try to avoid travelling with this flight.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/fe/default-avatar-2020-58.jpg,https://www.tripadvisor.com/Profile/S3002GTbs,B S wrote a review Jun 2022,B S,,1 contribution,,London - Entebbe,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r842737375-RwandAir-World.html,My 1st experience with Rwandair,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"A most unprofessional service with staff that do not.hesitate to misrepresent by omission or commission. Abdolutely no respect for people's time. Could not be bothered to communicate accurately. Rwanda's one true shame. An unfortunate blotch and blight for a country and people that are doing such an impressive job building their nation.

Again, DO NOT FLY RWANDAIR.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ee/db/default-avatar-2020-10.jpg,https://www.tripadvisor.com/Profile/wanguit,Wangui T wrote a review May 2022,Wangui T,,9 contributions,9 helpful votes,Kigali - Dar es Salaam,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729140-r840581968-RwandAir-World.html,Do not fly Rwandair!!,Date of travel: May 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
