Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"Flew back in the early 90s when they were a lot bigger. Brand new 747-400 was the aircraft flying out in economy in an overnight flight to Jan Smuts, as it was called back then.

I will always remember the female cabin crew on the outbound flight forcing my window blind down so I couldn't watch the sunrise, not once but twice they did it and scoffed at me something about waking up other passengers. Then when they came around with their hot wet flannels I got mine thrown at me because I was in the window seat, or maybe it was because I pissed them off for bringing light into the cabin earlier?

The return trip was great because as a lone passenger for some reason I got upgraded and ended up sitting on the top deck a few rows behind the cockpit.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/06/default-avatar-2020-18.jpg,https://www.tripadvisor.com/Profile/HepworthB,HepworthB wrote a review Apr 2022,HepworthB,"Jarrow, United Kingdom",2 contributions,,London - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r835385529-South_African_Airways-World.html,Good and Bad,Date of travel: April 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Do not fly with South African Airways especially if you are outside of South Africa. I have been booking trips from New York and they are impossible to contact and now they have made it impossible to pay for tickets.

They closed their U.S 1-800 customer service number during COVID so the only way to contact them is through the South African number. They aren't on WhatsApp so I have to pay foreign call fees every time I talk to customer service. I called them regarding an unused ticket that should receive credit towards a new flight. Every time I talked to them the connection was terrible and they would tell me something different or would tell me to call back at a different time. I finally got to someone that tried to help but she said it would be an $85 fee in order to use the ticket credit. The new ticket only cost about $105. This is ridiculous since most airlines these days are not charging a cancellation fee for using flight credit. I decided to go with it anyway to just get the whole thing over with, but then the payment link they sent me didn't work and they told me that the only way I'd be able to pay for the ticket is to go to the airport with the credit card.

I've reserved tickets with South African Airways multiple times in the past and most of the time their site has errors when you try to put in credit card info. I've called before and provided the card information in order to pay for the ticket and everything went fine. Now they're saying that they've changed their policy and providing card info over the phone is fraud. So they've literally made it impossible to fly with them since I can't pay for the ticket.

Horrible customer service (the people on the phone were nice but incapable of doing anything helpful because of company policy) and impossible for international travelers.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/73/default-avatar-2020-13.jpg,https://www.tripadvisor.com/Profile/500grahaml,Graham L wrote a review Feb 2022,Graham L,,7 contributions,2 helpful votes,Cape Town Central - Johannesburg,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r829260350-South_African_Airways-World.html,Impossible for International Passengers,Date of travel: November 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
In November 2021 I booked 3 tickets and made a mistake for my son's ticket  and booked him with my surname . Realised the error and was told to cancel and rebook .  Reserved a ticket for the second booking which for some reason was prevented from paying and then paid another ticket . Called to complain and yet no resolution in sight . More than 3 months later my refund has not been processed and no explanation . Emails are usually not responded to in a timely manner .Hope the department responsible will take action,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/77/ae/default-avatar-2020-2.jpg,https://www.tripadvisor.com/Profile/Destination828364,Chifarai D wrote a review Feb 2022,Chifarai D,,15 contributions,3 helpful votes,Harare - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r829111913-South_African_Airways-World.html,Horrible service when it comes to refunds,Date of travel: December 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
SAA announced that they were opening bookings to the public on the 6th of September and the public who had vouchers from tickets that were booked near the beginning of the pandemic could use these to pay towards new bookings Noel You also announced the process of booking a new flight and selecting the ‘pay layer’ option then sending an email to designated email address to start the process of redeeming the voucher towards the new flight booking. I was amongst one of the first to make a booking on Monday and then sent the email the same day but I still have not heard from the EMD team till today. I then realized on Thursday that the current booking I made on Monday lapses after 72hr if it has not been paid for. So I made yet another booking and sent another email to the team but this still has not been sorted. The price of the flight has now increased and my second booking is about to lapse tomorrow because it hasn’t been paid for. I’ve spent over R200 on airtime contacting the call centre with no resolution. It would be unfortunate to think that you only want people to pay for bookings and you don’t want to help people who made bookings prior to the pandemic. I hope they have a serious look at the redemption process especially because it is time sensitive.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f0/48/default-avatar-2020-15.jpg,https://www.tripadvisor.com/Profile/InternationalBelle25,Babalwa M wrote a review Sep 2021,Babalwa M,,1 contribution,,Harare - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r809386655-South_African_Airways-World.html,SAA not helping customers with vouchers with flight bookings,Date of travel: September 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"2flights booked and paid for in November 2019 for July 2020.We were not told at any time that our flights were cancelled,SAA have not communicated with us in any way.Requested refund several times,no answer to emails,no refund,all offices closed.Their website says we can use our ticket later this year!! Yes really !!Obviously even if we wanted to we can't fly from Europe to Mozambique just to get our flights.I appreciate Covid problems but now that the business administration has finished and the airline is solvent,it's time they coughed up the cash for all the cancelled flights.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com/Profile/wenpo,wenpo wrote a review May 2021,wenpo,"Rome, Italy",5 contributions,1 helpful vote,Maputo - Victoria Falls,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r790502919-South_African_Airways-World.html,Still no refund,Date of travel: July 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The best safari in Kenya. The support from the guide and local people are so amazing. It was really a good experience.
-Jayesh Saini Kenya (JSK)",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/e6/default-avatar-2020-45.jpg,https://www.tripadvisor.com/Profile/jayeshs950,Jayesh Saini Kenya wrote a review May 2021,Jayesh Saini Kenya,,12 contributions,2 helpful votes,Dubai - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r788430226-South_African_Airways-World.html,Best Flight to Africa - Jayesh Saini Kenya (JSK),Date of travel: June 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Flight was scheduled for 28th of January 2021. Due to covid regulation could not fly out Now am trying to reschedule my flight been told my ticket was used.
JBN4z0101",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/32/default-avatar-2020-12.jpg,https://www.tripadvisor.com/Profile/Hazlin11,Hazel wrote a review Mar 2021,Hazel,,1 contribution,,Johannesburg - Bulawayo,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r784300146-South_African_Airways-World.html,Covid ticket written off,Date of travel: January 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Flight cancelled and no refund, have been waiting over 12 months.  Don't trust this airline with your money, no service and don't give an money back.  Only airline out of 4 that didn't refund tickets - pathetic and robbery",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e4/ca/default-avatar-2020-51.jpg,https://www.tripadvisor.com/Profile/lynettec594,Lynette C wrote a review Mar 2021,Lynette C,,2 contributions,1 helpful vote,Hobart - Cape Town Central,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r784142530-South_African_Airways-World.html,Woeful don't trust,Date of travel: September 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The general was worth worth it since it was on time no delays, the aim was to pick some clients from Woodstock Capetown.",https://media-cdn.tripadvisor.com/media/photo-t/1c/ad/58/23/dumangamandla.jpg,https://www.tripadvisor.com/Profile/dumangamandla,Dumangamandla Tours wrote a review Feb 2021,Dumangamandla Tours,"Durban, South Africa",77 contributions,,Durban - Cape Town Central,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r783499596-South_African_Airways-World.html,Trip to Woodstock Capetown,Date of travel: March 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"This is mostly due to their incompetent and heartless management. Missed a flight in Sao Paulo and it wasn't 100% our fault. The online check-in process is unnecessarily long and complicated and it kept on jamming. The administrators and guys at the check-in point could not help at all. Kept on sending us back and forth, refusing to sort the issue out. It did not matter that we had a 1 year old so we spent 2 nights with a child in the airport and eventually, the same guys who pretended to be helpless and unable to do anything, are the ones who made the necessary changes. Very rude, heartless and not to mention racist in their problem-solving approach.",https://media-cdn.tripadvisor.com/media/photo-t/02/6d/ef/62/chicitakenia.jpg,https://www.tripadvisor.com/Profile/Chiquitakenia,Chiquita wrote a review Dec 2020,Chiquita,"Nairobi, Kenya",107 contributions,28 helpful votes,Sao Paulo - Lanseria,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r778506179-South_African_Airways-World.html,Pathetic,Date of travel: January 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Uniform of the flight attendance were outstanding as well as with some of the flight attendants. Some of the restrooms were clean.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e5/66/default-avatar-2020-53.jpg,https://www.tripadvisor.com/Profile/aimje2016,aimje2016 wrote a review Oct 2020,aimje2016,"Portland, Oregon",106 contributions,2 helpful votes,New York City - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r775771641-South_African_Airways-World.html,Good,Date of travel: February 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"Airline cancelled return flight due to covid. They did not think it necessary to have a few customer service personnel take care of their customers. I have been calling them for the past 4 months; no response , no refund and no one cares. No response even to emails. Its like no respect for anyone.
Find a better airline to do business with because you will only get anxiety dealing with this kind of business.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f4/d0/default-avatar-2020-33.jpg,https://www.tripadvisor.com/Profile/belljewell,belljewell wrote a review Sep 2020,belljewell,"Accra, Ghana",1 contribution,1 helpful vote,Accra - Dallas,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r769610811-South_African_Airways-World.html,Forget this airline,Date of travel: January 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
The process was fairly simple from check in to arrival. I paid extra for seating however not positive if extra made a difference since the flight was fairly lengthy. Great selection of entertainment (Movies/Music). I probably would recommend the non-stop experience again.,https://media-cdn.tripadvisor.com/media/photo-t/0f/0c/28/91/egdrampro.jpg,https://www.tripadvisor.com/Profile/egdrampro,egdrampro wrote a review Aug 2020,egdrampro,"Philadelphia, Pennsylvania",51 contributions,27 helpful votes,New York City - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r763418412-South_African_Airways-World.html,South Africa'20,Date of travel: February 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Booked with British Airways (thankfully) to fly to Johannesburg in October then on 10th flying with South African Airlines to St Helena Island for a 2 week ""bucket list"" holiday. This is the only way to get to St Helena Island. My flight has now been cancelled by SAA and no chance of speaking to anyone about a refund. All phonelines to SAA not working. Website to claim a voucher/credit not  working. Have lost £800 and a dream holiday that I was so looking forward to.  Will keep trying but I do not hold out any hope of getting anything back from these crooks. I also have an unwanted flight now to Johannesburg with British Airways.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f1/62/b2/ashleyandlemy.jpg,https://www.tripadvisor.com/Profile/AshleyandLemy,AshleyandLemy wrote a review Jun 2020,AshleyandLemy,"Seaford, United Kingdom",13 contributions,3 helpful votes,"Johannesburg - St Helena, Ascension and Tristan da Cunha",Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r758277575-South_African_Airways-World.html,Have Stolen my money,Date of travel: June 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Attempted to return to the U.S. in March using this airline. Was stranded in JHB due to cancilation of flights with the virus. They refused to allow us to have our baggage while stuck in the international portion of the airport for 2 days while trying to arrange another  flight out. No refund of the JHB to CPT flight. And our checked baggage which included professional equipment and gear from a year long stay in Zambia working in wildlife conservation has been lost. Phone calls result in an endless loop of recordings. Probably an average type airline in a more normal time, however very third world performace now.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/df/99/default-avatar-2020-40.jpg,https://www.tripadvisor.com/Profile/FellowTraveler156750,FellowTraveler156750 wrote a review Jun 2020,FellowTraveler156750,"Colorado Springs, Colorado",1 contribution,,Lusaka - Cape Town Central,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r757096184-South_African_Airways-World.html,Not worth the risk.,Date of travel: March 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I was expecting a bad flight, but was surprised, the flight was good, the seats were comfortable, the food leaving JHB was great, the crew were friendly, the flight was very smooth, Flew on the A330, would love to fly on the A350!
The overall experience was much better than another big name middle eastern airlines.
The Platinum check inn at ORT was amazing and quick, with very friendly staff.
The IFE was good, enough to keep me entertained for the flight!",https://media-cdn.tripadvisor.com/media/photo-t/1b/5e/22/e9/moollat.jpg,https://www.tripadvisor.com/Profile/moollat,Talha Moolla wrote a review Jun 2020,Talha Moolla,"Johannesburg, South Africa",33 contributions,39 helpful votes,Johannesburg - Accra,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r755731518-South_African_Airways-World.html,Much better than expected,Date of travel: March 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"My wife and I along with another family were supposed going to Zimbabwe Victoria Falls from NYC on April 2, 2020. We have paid about $3000 for our tickets. The airline grounded all the international flights at that time. When we asked for refund or a voucher for future travel all they offered us was to use our tickets for the same trip until June 29 2020 which was too close, and impossible for us to use. So in a nutshell they basically stole &3000 from us. Please, by all means avoid doing any business with these crooks!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f2/11/default-avatar-2020-23.jpg,https://www.tripadvisor.com/Profile/ilyagarelik,ilyagarelik wrote a review Apr 2020,ilyagarelik,"Sudbury, Massachusetts",14 contributions,40 helpful votes,Boston - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r752759610-South_African_Airways-World.html,"Do not ever deal with this company,",Date of travel: April 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Average aircraft, better than average service. Flight regularly on time. 15 minutes departure time arrival late but often take this flight so it's usually on time.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e8/5b/default-avatar-2020-61.jpg,https://www.tripadvisor.com/Profile/ondrickasandra,ondricka sandra wrote a review Apr 2020,ondricka sandra,,7 contributions,,Cape Town Central - Johannesburg,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r752625368-South_African_Airways-World.html,CPT JHB flight,Date of travel: February 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"After booking a refundable ticket I was told that they would only offer credit !! The reason people purchase a refundable ticket is refund!! The ticket was cancelled with 5 months notice but refused to refund. They feel due to corona they can just make there own rules,even though the international law has condemned airlines offering credit and not refunding when requested.  Legal against the law !! My advise avoid at all cost , this company is not trustworthy use other companies who are !!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/e3/default-avatar-2020-59.jpg,https://www.tripadvisor.com/Profile/nicandlibby,nicandlibby wrote a review Apr 2020,nicandlibby,"Sunshine Coast, Australia",135 contributions,66 helpful votes,Brisbane - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r752606391-South_African_Airways-World.html,Do not trust this airline,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Excellent check-in and security service; very good lounge; business class seating a proper four abreast so there was plenty of room. Not too expensive, with attentive staff even on this short flight.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e8/ea/default-avatar-2020-63.jpg,https://www.tripadvisor.com/Profile/ChrisJS51,ChrisJS51 wrote a review Apr 2020,ChrisJS51,"Sevenoaks, United Kingdom",504 contributions,181 helpful votes,Port Elizabeth - Johannesburg,Domestic,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r752435519-South_African_Airways-World.html,Betetr than its rival ComAir (eve though it's technically insolvent),Date of travel: January 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"- SEAT: Wide w.\ Touchable Entertainment Screen incl, Different Options … MEAL: Medium Qty. w.\ Lamb Option … DEP. /ARR. In Time … Bus fr. Airport to Plane was Full.- The Worst is CHECK IN: The Young Responsible Man in MU stay along time about 30 min.! to search my Docs. To enter TZ in spite of having Official E-Visa! With the same Data even ask me questions don’t demand before from TZ Government itself & When finished then remember something ask again & Go to Manager to consult? … I tried to avoid this queue due its clearly delaying but no option? …My Opinion; This due the Nature of People living in isolated Isls. but here come the rule of Mgmt. trying to choose a suitable Employee far as possible than Hesitating & Doubting then make a Training.- INTERNET Serv.: For a Technical Reason, I don’t directly receive the e-mail containing Ticket from my Famous Web Agent. Then, asking them to send a Copy. They delayed Replied mentioning ask your Agent instead simple Sending in spite of directly  collecting the Fee from Credit not via Agent … After, before departure sent a Unique Offer to Promote the Class determining the Fee by Myself! then collect after Approval (New).       - JNB AirPort: Use as a long Stop Over about 15hr. but No Free Ht. or Meal + Many Big TV illustrate Airp. Channel + Fulfill w.\ Shops & Cafe + V.G. Bath + Check Passenger Heat for “Corona” & Fill Health Form = 8.0/10",https://media-cdn.tripadvisor.com/media/photo-t/1b/3b/cc/7e/hussam-s.jpg,https://www.tripadvisor.com/Profile/HussamSoliman,Hussam S wrote a review Mar 2020,Hussam S,"Cairo, Egypt",477 contributions,126 helpful votes,Mahebourg - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729155-r752088953-South_African_Airways-World.html,V.G.(Seat +Screen +Meal) &G. (Crew +Bath +Bus +AirPort) &Bad (Check In +Net) =6.9/10,Date of travel: February 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
