Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"I had to cancel a flight after the Omicron travel ban ( I’m based in the US). All my other airlines and hotels refunded me my money because of the ban, but fastjet refused. I submitted requests and followed up but they ended up ignoring me. I lost US$800 as a result. They’re not a good faith airline.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e8/91/default-avatar-2020-62.jpg,https://www.tripadvisor.com/Profile/muteyam,Muteya M wrote a review Apr 2022,Muteya M,,4 contributions,4 helpful votes,Harare - Victoria Falls,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r834234535-Fastjet-World.html,"Horrible service, would not recommend",Date of travel: December 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I am unbelievably impressed with fastjet. The captain and first officer were super responsive on board about the upcoming flight.

The air hostess Tichafara was excellent, super attentive & well dressed!

Check ins and boarding were efficient! 5 starts all round!

Highly recommend flying with them!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/a7/default-avatar-2020-44.jpg,https://www.tripadvisor.com/Profile/J5899CWhannahr,Hannah R wrote a review Oct 2021,Hannah R,"Goromonzi, Zimbabwe",9 contributions,4 helpful votes,Harare - Victoria Falls,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r812872599-Fastjet-World.html,Fantastic Service & Airline,Date of travel: October 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"When British Airways canceled my flight to Zim, I had no choice but to rebook on the only other carrier available which was Fastjet.  At first the name gave me a chuckle because nothing really moves fast in Africa.  However, I was pleasantly surprised by the entire experience.  Check-in at Joburg was smooth and efficient.  The modern Embraer jet was clean and comfortable for a short flight.  The air hostess was very friendly and handed each passenger a box with hand sanitizer and a juice box upon boarding.  We landed on time and our baggage was quickly offloaded.  Overall this was a very positive experience.  Given the very poor customer service I encountered with BA after they canceled my flight, I found Fastjet a breath of fresh air.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com/Profile/CurbedEnthusiasm,CurbedEnthusiasm wrote a review Sep 2021,CurbedEnthusiasm,"Washington DC, District of Columbia",144 contributions,26 helpful votes,Johannesburg - Victoria Falls,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r810913085-Fastjet-World.html,Surprisingly fast,Date of travel: September 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"flight delayed. friendly and competent staff. very useful onboard gift : 70% alcohol bottle, mask, and litchi juice. very good cost quality relationship",https://media-cdn.tripadvisor.com/media/photo-t/16/1c/96/a7/inttraveller2017.jpg,https://www.tripadvisor.com/Profile/inttraveller2017,Empathy wrote a review Jan 2021,Empathy,"Frankfurt, Germany",97 contributions,68 helpful votes,Johannesburg - Victoria Falls,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r780475837-Fastjet-World.html,delayed but friendly - very low cost,Date of travel: January 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"C-19. Fastjet cancelled our flight, refuse to refund. At first stated they would refund for taxes, now refuse to respond to multiple communications. If you value your money, please don't use this airline. A ripoff business and will be reporting for their flagrant theft from customers.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/99/default-avatar-2020-57.jpg,https://www.tripadvisor.com/Profile/Zimbofamily,Zimbofamily wrote a review Aug 2020,Zimbofamily,"Rocklin, California",14 contributions,13 helpful votes,Harare - Victoria Falls,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r765988748-Fastjet-World.html,Do not use this airline.,Date of travel: June 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"We booked Fastjet Harare - Victoria Falls. C-19 hit, company cancelled our flights. We have contacted them multiple times, no refund. At first said they would refund taxes, now not responding at all. They sold us a product, removed the product and refuse to refund. I will be reporting this company for their business practices. Please do not use Fastjet if you value your hard earned cash. One star is too many for this ripoff business.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/99/default-avatar-2020-57.jpg,https://www.tripadvisor.com/Profile/Zimbofamily,Zimbofamily wrote a review Aug 2020,Zimbofamily,"Rocklin, California",14 contributions,13 helpful votes,Harare - Victoria Falls,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r765987858-Fastjet-World.html,Flight cancelled - no refund - refusing to respond at this time.,Date of travel: June 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Flight was on schedule, weather was bad but take off and landing went well. Coming back from Byo we were put on a rented flight which was bigger than fast jet's, left earlier than schedule would assume they had checked all passengers were on board.
I must say though the return flight was more enjoyable as it was spacious and had less turbulence.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/a3/default-avatar-2020-38.jpg,https://www.tripadvisor.com/Profile/preciousb895,PrecZW wrote a review Mar 2020,PrecZW,,1 contribution,,Harare - Bulawayo,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r750381026-Fastjet-World.html,Get there on Time!!!!,Date of travel: February 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
Flight crew very professional and smart. Welcoming brief by the Captain was informative. Flight was on time and landing was smooth. Price was good.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ec/a2/default-avatar-2020-3.jpg,https://www.tripadvisor.com/Profile/donaldkawara,Donald wrote a review Feb 2020,Donald,"Cape Town, South Africa",29 contributions,12 helpful votes,Harare - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r746561285-Fastjet-World.html,Value airline ,Date of travel: February 2020,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Sadly I was concerned about flying SAA because of the strike and opted for Fastjet. It is not worth the little money you save. Check-in is awful. They only open 2 hours before the flight - you queue and the because you bought your ticket online you are sent to another queue to have your credit card verified.

Time is of no concern to the airline and you are late.

It is definitely not recommended.",https://media-cdn.tripadvisor.com/media/photo-o/06/88/58/fc/jenny-i.jpg,https://www.tripadvisor.com/Profile/jennyi96,Jenny i wrote a review Dec 2019,Jenny i,"Katima Mulilo, Namibia",616 contributions,242 helpful votes,Johannesburg - Harare,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r735801526-Fastjet-World.html,Save a few bucks but be treated badly,Date of travel: December 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"We used FastJet three times on our recent trip to Zimbabwe.  In and out from South Africa and internally from Harare to Victoria Falls.  The plane is small which allowed for quick processing through customs/immigration but we got caught in a storm which made the small plane easy for the weather to throw around.  Rutendo Z was our hostess and she was fantastic, helpful, friendly and even remembered us from our flight a month ago.  I’d travel with them again.",https://media-cdn.tripadvisor.com/media/photo-t/18/8e/c3/37/caption.jpg,https://www.tripadvisor.com/Profile/babaomari,Josh Banks wrote a review Dec 2019,Josh Banks,"Melbourne, Australia",79 contributions,56 helpful votes,Harare - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r734182732-Fastjet-World.html,Value for money,Date of travel: December 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"Flight was delayed by over two hours and while the lady at the boarding gate was very polite and friendly, she could not offer any explanation or alternative for those travelling on business day trip, but kept insisting that her supervisor was coming.

All in all, friendly staff and a good crew but communication with passengers needs to improve.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ee/68/default-avatar-2020-9.jpg,https://www.tripadvisor.com/Profile/thulisem,Thulise M wrote a review Dec 2019,Thulise M,,20 contributions,1 helpful vote,Johannesburg - Harare,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r734015098-Fastjet-World.html,Good Budget Airline,Date of travel: December 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"This was the first time for me to use this cheap and flixible flight.
The airplane take off like a bird. Very fast and without any delay. We could sense it is not heavy and in the opposit of our previous imagine, it had enough fast and low turbulance.
We had a good experience of Take off and landing. May be it was related to pilot.
Althought its meal was simple but in comparison budget, it was really suitable.",https://media-cdn.tripadvisor.com/media/photo-o/07/ab/f1/33/khosrojerdi.jpg,https://www.tripadvisor.com/Profile/Khosrojerdi,Khosrojerdi wrote a review Dec 2019,Khosrojerdi,"Mashhad, Iran",145 contributions,122 helpful votes,Johannesburg - Harare,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r733382158-Fastjet-World.html,Fast and safe,Date of travel: December 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"I always fly Airlink and thought I would give Fastjet a try. What an absolute disappointment. First, I was informed that my flight was completely canceled while checking in my luggage. This was an evening flight so this means I would only be able to go home the next day. There were absolutely no notifications sent out so all the passengers showed up to the airport. The staff assisted everyone who's been disrupted in booking them on the next available flight, the next morning at 6am. Everyone was told that check-in starts at 4h40am. Again, all the passengers arrived early only to be told, once again upon check-in, that the flight will be delayed up until 10h30am. Never ever again will I consider booking with this airline as it is run like a taxi service... The plane will arrive whenever and departure will be whenever... Absolutely pathetic experience!!!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e3/1f/default-avatar-2020-46.jpg,https://www.tripadvisor.com/Profile/jauns2016,Jaun S wrote a review Dec 2019,Jaun S,"Centurion, South Africa",2 contributions,2 helpful votes,Bulawayo - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r731953156-Fastjet-World.html,"Cancelations, delays, poor excuses ",,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
I booked a flight with fastjet for 10 December 2019 from bulawayo to Johannesburg. Flight was supposed to be at 6.40am to arrive in Johannesburg at 8am. We checked in as usual and boarded. After about 15 minutes into the stationary plane we were asked to disembark and wait  in the lounge for 5minuted since the plane had a technical fault. The 5 minutes turned to hours and were promised three times that another plane was coming from Johannesburg to take us. All proved to be false promises since along the way we would be told that the plane was forced to turn back to Johannesburg midway through it's journey. It was false promise after false promise throughout the day and after a lot of shouting and complaining they had to put us on a South Africa Express flight which left bulawayo at after 6PM. Again we had another wait before takeoff with South Africa Express since they were given wrong names by fastjet. I finally arrived in Johannesburg around 7.45pm. I would like to point out that we had a great flight with South Africa Express...great service thank you.This is a journey I wouldn't like to remember.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ed/7b/default-avatar-2020-6.jpg,https://www.tripadvisor.com/Profile/amuguti1,amuguti1 wrote a review Dec 2019,amuguti1,"Zvishavane, Zimbabwe",4 contributions,,Bulawayo - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r731952235-Fastjet-World.html,My horrible experience with fastjet ,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"They were always behind.  We were in a shuttle next to plane when we saw everyone go on to clean plane, 10 minutes later we boarded.  It didn't smell like they had sprayed disinfectant or anything. Shortly after we got on the plane, they told us they were going to spray insecticide in the plane but it was safe.  They sprayed while walking length of plane and back.  It made me cough.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f4/d0/default-avatar-2020-33.jpg,https://www.tripadvisor.com/Profile/Mrsmdze,Mrsmdze wrote a review Nov 2019,Mrsmdze,"Hurst, Texas",6 contributions,,Johannesburg - Harare,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r728884343-Fastjet-World.html,"Cheap, uncomfortable but always a small sandwich snack box",Date of travel: October 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"I was delayed for on-boarding by the Airport restaurant due to POS machine that could only accept international cards and not local cards. This was at the international terminal. A boarding call was announced but i did not get it since i was at the International terminal having breakfast. A last boarding call was then announced at the international terminal and that is when the Restaurant staff started making frantic efforts to get another POS machine from their coffee shop at the domestic terminal. They asked me to rush straight for security check whilst bringing the POS machine. Apologies were made to the Airport staff and they understood the cause of the delay however the Flight Captain had already made a decision for dropping the passenger way before the allowable time. There were discussions between the airport staff and the flight crew and eventually the airport staff advised to walk briskly on the tarmac and not run and board as the allowable time is still within acceptable limit. After boarding it took about 20 minutes before the door was closed. However, i am grateful to both airport staff and flight crew for reaching an amicable solution in allowing me to continue with the flight.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e4/2d/default-avatar-2020-48.jpg,https://www.tripadvisor.com/Profile/sphiri2018,sphiri2018 wrote a review Oct 2019,sphiri2018,,16 contributions,1 helpful vote,Victoria Falls - Harare,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r722951073-Fastjet-World.html,Delayed on-boarding,Date of travel: October 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"a fast efficient and comfortable flight. all on time and no delays-no service, but the quick flight time makes it acceptable. very good.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ee/db/default-avatar-2020-10.jpg,https://www.tripadvisor.com/Profile/Africaspecial,Robert wrote a review Sep 2019,Robert,"Bulawayo, Zimbabwe",4 contributions,1 helpful vote,Harare - Bulawayo,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r708380607-Fastjet-World.html,"all on time confortable ,efficient",Date of travel: July 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
Short flight. Very small plane with 1-2 configuration. Cramped space. Basic refreshment server and some options finished before the stewardess reached the last seat.,https://media-cdn.tripadvisor.com/media/photo-t/04/47/5c/c4/sharad-s.jpg,https://www.tripadvisor.com/Profile/imsharad012,imsharad012 wrote a review Aug 2019,imsharad012,"Pretoria, South Africa",61 contributions,17 helpful votes,Johannesburg - Harare,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r699046518-Fastjet-World.html,Less than basic.,Date of travel: August 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"We in Zimbabwe really hoped that FastJet could take on Air Zimbabwe and their dismal record. After a promising start, they seem to be going the way of many African businesses; service is ok (as you'd expect for a budget airline) but the kicker is their timeliness - they just can't get it together. Extremely disappointing - several guests of mine and my wife and small children have been inconvenienced heavily by inability to leave anywhere near on time. To top it off, their prices are hardly competitive, they seem to be exploiting the largely uncompetitive prices that prevail in the region.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/11/default-avatar-2020-41.jpg,https://www.tripadvisor.com/Profile/B8512MAbent,Ben T wrote a review Jul 2019,Ben T,,9 contributions,,Victoria Falls - Harare,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8728924-r693416865-Fastjet-World.html,"Initially good, service now going to pot",Date of travel: July 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
