Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"I would not recommend Flysafair to anyone. I booked a return flight from JHB to EL. I was flying with my 5 yr old daughter and we were both offloaded last week without any proper guidance from the airline. To make matters worse. I was rudely instructed  instructed to change my ticket on the spot and made to pay extra otherwise I would forfeit and loose my money. I was given no option of a refund or credit note. I changed my flight to Durban and paid as instructed. I was advised that a return flight from JHB to Dbn was booked.  To my surprise, i have just realised that the airline only booked a one way ticket to Durban. I have been trying to call their contact center without success. Such a terrible experience",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e4/59/default-avatar-2020-49.jpg,https://www.tripadvisor.com/Profile/Wandifrequenttravel,Wandi wrote a review Sep 2022,Wandi,,1 contribution,1 helpful vote,Johannesburg - East London,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r862286455-FlySafair-World.html,Worse experience ever,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Poor service.

We had a connecting flight delay from Cape Town on Safair. Had to catch the international Safair flight to Mauritius. The Assistants at the check-in counters refused to allow us to drop off our luggage 43 minutes prior to the flight scheduled to take off. We had already done an Online check-in. Safair failed to acknowledge the delay on the first flight was due to them.
We were not reimbursed for the flight.

Also the check in was in the domestic terminal B and not in the International TerminAl A which was very confusing.

Would not recommend Flysafair for an international flight to Mauritius.

Poor service in assisting tourists",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/de/0a/default-avatar-2020-35.jpg,https://www.tripadvisor.com/Profile/mohammadk125,MIKat wrote a review Sep 2022,MIKat,,2 contributions,,Johannesburg - Mahebourg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r862142332-FlySafair-World.html,Failed to reimburse,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The good: Organized, on time
The bad: No complimentary drink or snack, not even water, I would rather take a flight that has the same level of professionalism but also serves a complimentary drink or snack, like Cemair",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/74/default-avatar-2020-68.jpg,https://www.tripadvisor.com/Profile/smh2524,Maryam H wrote a review Sep 2022,Maryam H,,5 contributions,,Johannesburg - Cape Town Central,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r860190405-FlySafair-World.html,Average,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"I boarded a flight to Johannesburg (FA114) earlier this month. We waited over an hour to get served. The flight attendant Eathen not only blatantly ignored me, refused to serve me (with no reasoning), then tried to start a physical confrontation with me. I was absolutely disgusted and honestly kind of traumatised. I boarded a flight back to Cape Town (FA294) thereafter. Completely nonchalant service. Flight attendant Danielle “forgot” to serve my row. Not only is the customer service dismal, but the treatment is absolutely abhorrent. We pay exorbitant prices for tiny seats and mistreatment, never mind refusal for BASIC services. Two racist attendants, back to back - what kind of circus is being run by flysafair? I will never ever board nor recommend this airline again.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f2/7a/default-avatar-2020-25.jpg,https://www.tripadvisor.com/Profile/Tswelopele_1,Tswelo Makoe wrote a review Sep 2022,Tswelo Makoe,,1 contribution,1 helpful vote,Cape Town Central - Johannesburg,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r859883373-FlySafair-World.html,MULTIPLE RACIST INCIDENTS,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Asolutely horrified at how poorly managed and sneaky Flysafair is. I paid to add luggage to my return flight from O.R tambo to King Shaka.

The ticket center at the airport added it to my fair, and on my return flight I was almost missed my flight, because in the twilight zone that Flysafair operated people only take luggage one way!!!???

How is it possible that you charge me twice to take luggage on a return flight ticket??

I'm disgusted at their service and would rather pay double the ticket fair to fly with airlink in the future. They should by ashamed of themselves exploiting customers like this.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/7c/01/default-avatar-2020-5.jpg,https://www.tripadvisor.com/Profile/346evettev,Evette v wrote a review Sep 2022,Evette v,"Polokwane, South Africa",1 contribution,1 helpful vote,Durban - Johannesburg,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r859880888-FlySafair-World.html,Flysafair exploits their customers,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Boarded on time. Sat waiting for ages. Pushed back and then sat waiting again only to be told a technical problem with the plane. Clearly their fleet and customer service needs upgrading given the number of technical and service complaints being reported on TripAdvisor. Time to use the alternative providers. Flew on Lift twice this week between Johannesburg and Cape Town and was blown away by great customer service. Always been a fly Safair fan but sadly no longer.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e8/91/default-avatar-2020-62.jpg,https://www.tripadvisor.com/Profile/MAJoubert,Marc Joubert wrote a review Sep 2022,Marc Joubert,,1 contribution,,Johannesburg - Durban,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r859345358-FlySafair-World.html,No longer the on time or reliable provider they used to be,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Our flight had a technical problem and we were off loaded. From there on there was no communication what so ever. It was total chaos. No one new where to go, no duty manager with information. No priority for passengers with connecting flights, which resulted in us missing our connecting international flight. While I understand that things go wrong, the level of communication and assistance was so far below average",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/4a/default-avatar-2020-42.jpg,https://www.tripadvisor.com/Profile/999eldap,Elda G wrote a review Sep 2022,Elda G,"Perth, Australia",2 contributions,1 helpful vote,Cape Town Central - Johannesburg,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r859033037-FlySafair-World.html,Sub par service,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"They messed up my tickets and customer support told me that I would have to pay R300 to fix their mistake.

I spent 6 hours trying to contact someone from their customer support team only to be told this:

""We sorry feel this say we how to redeem ourselves to you future.""

They mess up, then tell me I need to pay a fee, and when I refuse they send me that sentence?",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f2/eb/default-avatar-2020-27.jpg,https://www.tripadvisor.com/Profile/CalebTJanssens,Caleb Janssens wrote a review Sep 2022,Caleb Janssens,,1 contribution,,Lanseria - Durban,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r858833581-FlySafair-World.html,If you give this company a rating higher than 1 star you are a liar.,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I had a flight booked for 815am, they notify me 30 mins before the flight that the flight is delayed until 1230pm and then they only take off at 130pm",https://media-cdn.tripadvisor.com/media/photo-o/06/07/e6/02/arno-v.jpg,https://www.tripadvisor.com/Profile/arnov299,Arno van der Walt wrote a review Sep 2022,Arno van der Walt,"Wilderness, South Africa",2 contributions,,Johannesburg - Cape Town Central,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r857763472-FlySafair-World.html,If you see me on their airline rather shoot me,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Having travelled regularly for years both in economy class and business class, my wife and I would only spend the extra money to 1) have more convenience and comfort in a rush 2)  to get rest having travelled a lot or when flying one route that is part of a much longer and tiring travel journey and 3) on very special occasions. We recently booked business class with safair for a combination of these reasons and were utterly disappointed. Travelling on FA 286 on the 19th August from ORT to King Shaka and on FA 283 on the 21st August for the return route: some staff were rude, unhelpful, offensive, and apparently ignorant of the service offering. There were zero benefits gained for the extra fees other than the front row seat - which is no big deal as it does not even have place to put small items when in travel.  The waste of money is the big issue but this could all have been avoided if 1) Safair don't pretend to offer a business class service when they cant fulfill on that or 2) Safair simply offered economy class only and manage expectations accordingly. My strong advice is don't take their business class offering - its not worth it at all.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/a3/default-avatar-2020-38.jpg,https://www.tripadvisor.com/Profile/F7240HCandys,Andy S wrote a review Aug 2022,Andy S,,1 contribution,,Durban - Johannesburg,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r855693608-FlySafair-World.html,FlySafair not geared to offer business class,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"Tried to cancel my flight due to illness.  Had travel protection that Safair sells via their site, and there is no clear process to get a refund.  Safair directs to you to Chubb and Chubb directs you back to their airline.  Had to make several calls to both parties and still no resolution.  Super bad service !",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e3/1f/default-avatar-2020-46.jpg,https://www.tripadvisor.com/Profile/LeRoySF,LeRoy R wrote a review Aug 2022,LeRoy R,,6 contributions,2 helpful votes,Durban - Lanseria,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r854244795-FlySafair-World.html,Good Luck trying to cancel your flight even if you buy insurance via Chubb Insurance via their,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
I will never flysafair again from the downright most unhappy staff and service with a beautiful frown seems to be the saying. Imagine missing the last flight out at night and having the very 'friendly' staff tell you that they basically couldn't be bothered and continued their conversation and having to buy another set of tickets to travel. To hell with affordability I'd rather pay money for better service. Thank you for ruining the first vacation in 13 years to Cape Town.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/df/2b/default-avatar-2020-39.jpg,https://www.tripadvisor.com/Profile/P1571JEcourtneyt,Courtney T wrote a review Aug 2022,Courtney T,,1 contribution,1 helpful vote,Cape Town Central - Johannesburg,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r852509868-FlySafair-World.html,Never again,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Ill information on their website! How could the website state that a birth certificate is a suitable form of identification, when it is actually not accepted! And no refund on the ticket is offered, only a voucher that amounts to almost half the cost of the ticket!  Staff members have been extremely unhelpful!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/73/default-avatar-2020-13.jpg,https://www.tripadvisor.com/Profile/Dreamer54910094635,Kayla wrote a review Jul 2022,Kayla,,5 contributions,,Durban - Lanseria,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r850858767-FlySafair-World.html,Terrible service! Truly pathetic,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Today, July 21, 2022.

I flew at 20:30 JNB-CPT.

I flew with my wife and two children.

I purchased 3 checked bags.

Even with adequate weight and amount of bags, the check-in team, headed by Mr. Emanuel (Supposed check-in supervisor) was extremely rude, ill-prepared, arrogant, unprofessional and even threatening.

the company should review the employees.

I'm studying the possibility of a lawsuit.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/79/default-avatar-2020-21.jpg,https://www.tripadvisor.com/Profile/jonasg47,Jonas G wrote a review Jul 2022,Jonas G,State of Sao Paulo,7 contributions,2 helpful votes,Johannesburg - Cape Town Central,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r849096878-FlySafair-World.html,Lawsuit,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Great value for money, no frills , reliable service. On time and the crew is highly organised. Love the priority check in.",https://media-cdn.tripadvisor.com/media/photo-t/12/7d/88/40/noma-n.jpg,https://www.tripadvisor.com/Profile/Noma_Omhle,Noma_Omhle wrote a review Jun 2022,Noma_Omhle,"Goromonzi, Zimbabwe",42 contributions,7 helpful votes,Johannesburg - Durban,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r845490864-FlySafair-World.html,Value for money,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"We had to fly from CPT to Joburg, and then catch a connecting flight to Mauritius. My brother and I both have the same initials, so I accidentally grabbed his passport instead of mine.. Chandre, an amazing staff member of Flysafair ensured that we would not miss our flight to Mauritius by organising for the next flight to Joburg to bring my passport (which my dad dropped off for me). Big shout out to Chandre!! You really saved the day :)

With love,
From Mauritius x",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com/Profile/gabbyi118,Gabby I wrote a review Jun 2022,Gabby I,"Cape Town, South Africa",1 contribution,,Cape Town Central - Johannesburg,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d10661141-r845323254-FlySafair-World.html,Saved our Holiday,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
