Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"I am sick to death of going round in circles with these people. They cancelled our return flight, on which we had booked and paid for extra legroom, and rebooked us on another flight with no extra legroom. Returned home on 20th August and to this day they are still refusing to pay us what they owe us. Can’t get through on the phone either. Going to have to get some legal advice now. Not even an apology for their utter cock up. Awful",https://media-cdn.tripadvisor.com/media/photo-o/10/54/ed/2f/sue-h.jpg,https://www.tripadvisor.com/Profile/suehQ2371TL,Sue H wrote a review Sep 2022,Sue H,,12 contributions,16 helpful votes,London - Mahebourg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r861015770-Air_Mauritius-World.html,Cancelled flight/cancelled legroom,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Checking counter in Mauritius was easy and there was lots of help from Air Mauritius staff comfortable seat leg room was very good service on board was excellent quality of food was right,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e4/59/default-avatar-2020-49.jpg,https://www.tripadvisor.com/Profile/203dilipg,DILIP G wrote a review Sep 2022,DILIP G,,1 contribution,,Mahebourg - London,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r859143569-Air_Mauritius-World.html,excellent flight and services,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
Is our first time fly in this airline and we loved. The crew and the airplane are fantastic. They were on time and arrived before they say.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/6d/default-avatar-2020-19.jpg,https://www.tripadvisor.com/Profile/Pily05,Pily05 wrote a review Sep 2022,Pily05,"Atlanta, Georgia",16 contributions,1 helpful vote,Johannesburg - Mahebourg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r858765042-Air_Mauritius-World.html,Nice fly,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"DO NOT BOOK TICKETS WITH AIR MAURITIUS!!!!

You have been warned. If you are considering booking direct with them, refrain and rather book with a more reputable company.

We were denied boarding because they said my Two year old passport was defaced (she scribbled over an insignifcant area of her passport). Even though she was refused by the checking desk (as immigration concluded that they were happy to except), they refuse to let the other 5 people on the booking to fly.

We are out of pocket massively.
Customer service is poor- they effectively started to ignore my emails.

No mediation services.
Effectively if you have a complaint, they will ignore you and you have no recourse with a mediation body.

Save yourself the hassle and book with a company that believes in fairness, and one that you can challenege if they mess up.

I am not the only one who has come across this problem with their complaints handling- Check previous reviews.

DON'T BOOK WITH THEM!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f0/9f/default-avatar-2020-16.jpg,https://www.tripadvisor.com/Profile/453comfortk,Comfort K wrote a review Sep 2022,Comfort K,,1 contribution,2 helpful votes,Johannesburg - Mahebourg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r858487439-Air_Mauritius-World.html,Refused boarding,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"We departed on time and landed on time. Comfortable, leg room acceptable. Meal/drinks are good. We got our baggage quickly.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/7c/01/default-avatar-2020-5.jpg,https://www.tripadvisor.com/Profile/RobCMoore,Rob M wrote a review Sep 2022,Rob M,"Cape Town, South Africa",205 contributions,75 helpful votes,Johannesburg - Mahebourg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r858380461-Air_Mauritius-World.html,Wedding flight,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"I used Air Mauritius for the first time & was blown away by their utter professionalism & attention to detail.

I flew from Cape Town International Airport via Johannesburg to Mauritius on the 9th Aug 2022.

On entering the plane you are greeted by the most genuine staff with great smiles & l utter professional to match & nothing was to much for them.

I was shown my seat in Business Class & was blown away by the decor used, colour etc. totally on point as was the seating, utter luxury and comfort.

It was so great to have a little place of heaven on this aircraft and I just relaxed completely and had almost enjoyable flight.

The food & beverages that were served were absolutely of the highest standard & utterly delicious.

Once again I must say this has been one of my best Business Class experiences in a long time, well done to all concerned.

To the management and staff thank you for a great experience, much appreciated.

Kind regards

Ferdie Liebenberg",https://media-cdn.tripadvisor.com/media/photo-t/06/a8/4c/11/ferdie-liebenberg.jpg,https://www.tripadvisor.com/Profile/Ferdie_Liebenberg,Ferdie Liebenberg wrote a review Sep 2022,Ferdie Liebenberg,"Cape Town Central, South Africa",294 contributions,104 helpful votes,Cape Town Central - Mahebourg,Africa,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r857828504-Air_Mauritius-World.html,Air Mauritius,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"Fantastic airline, I am very scared of flying but Air Mauritius friendliness, professionalism and comfort of the plane made me feel a lot better. So thank you.
I would definitely recommend them and will definitely use in future.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/de/e7/default-avatar-2020-37.jpg,https://www.tripadvisor.com/Profile/kayljane335,Kayla C wrote a review Sep 2022,Kayla C,"KwaZulu-Natal, South Africa",3 contributions,,Johannesburg - Mahebourg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r857754343-Air_Mauritius-World.html,Friendly staff and very professional!,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"This was the worst flight experience I ever had with an airline. One of the passengers got sick and threw up in the aisle, the hostesses could not be bothered to clean it even after I asked numerous times. They did not make any effort to get rid of the smell and just told me that they could not do anything about it. It was an 11 hour flight, I was not expecting this airline to be so mediocre. The food was terrible as well. I will be avoiding Air Mauritius by all means next time.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e8/5b/default-avatar-2020-61.jpg,https://www.tripadvisor.com/Profile/L9213YJludovicm,Ludovic M wrote a review Aug 2022,Ludovic M,"Vancouver, Canada",1 contribution,3 helpful votes,Mahebourg - Paris,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r855805979-Air_Mauritius-World.html,Worst flight experience ever,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I was flying to Mauritius from Canada after 10 years through Air Mauritius. I was skeptical about this long 12-hour flight but Air Mauritius staff pleasantly erased all my fears and concerns with their genuine help and hospitality. We were welcomed on board by some typical mauritian snacks (twisties) and vanilla tea. I instantly felt in Mauritius 🇲🇺 The service, the smiles, the food offered and kindness of the staff is truly commendable. Air Mauritius is competing with the big tycoons and is a step ahead by promoting the mauritian culture and giving everyone a VIP service.
HATS OFF!! I will highly recommend Air Mauritius to everyone.

One proud Mauritian living in Canada.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e5/66/default-avatar-2020-53.jpg,https://www.tripadvisor.com/Profile/Sh2g,Sh2g wrote a review Aug 2022,Sh2g,"Montreal, Canada",2 contributions,2 helpful votes,Montreal - Mahebourg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r855648150-Air_Mauritius-World.html,Memorable Air Mauritius experience,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"I have not experienced such poor service or uninterested staff on any other flight.
Ignoring the fact that our return flight was cancelled by Air Mauritius without any email communication or any alternative being offered.
We took the 16.20 flight on 14 August from CDG direct to Mauritius. As a family we had a row of 3 seat in row 33 with my mum being in row 31 with extra leg room. First the flight attendant told her that she couldn’t store her water to the side of the seat, no problem, but didn’t tell her where she could then came back and said I have told you before you can’t leave that there in a rather loud and condescending voice, snatched the bottle from her and placed it out of reach (we had no idea how happy we would be to have that bottle later)
There was no drinks service on board and in fact the meal was served within 2hrs of take off, with no drinks offered before or after so that was the one chance for a beverage. During the flight you had to go to the galley and ask for water, which was provided in a cup that was only half full, as if it was being rationed and it was clear that the staff resented the interruption. There were no other soft drinks available. As the staff were not forthcoming with drinks this made the aisle very busy as everyone was up and down to the galley.
Breakfast was served about 90 minutes before landing and all the baked goods were either stale or still cold/partly frozen.
The young girl in the seat next to my mum started to vomit, and the staff did not offer any assistance or sick bags, until they were called.
It appeared as if anything asked of the cabin crew was an inconvenience.
We had booked with Air France but the flight was operated by Air Mauritius, but the price was higher booking with them direct that through AF.
Since the cancellation of our return flight we are now travelling with Air France, so hope for a better journey.",https://media-cdn.tripadvisor.com/media/photo-t/02/f2/04/3e/seanandverity-r.jpg,https://www.tripadvisor.com/Profile/SeanandVerityR,SeanandVerity R wrote a review Aug 2022,SeanandVerity R,"Locarn, France",25 contributions,54 helpful votes,Paris - Mahebourg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r854754883-Air_Mauritius-World.html,Will avoid flying with Air Mauritius in future,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"As I was about to embark on leaving the plane upon landing in airport of Mauritius, senior air hostess, lady, exhibeted all signs of savage behaviour, rud and unhuman. She insulted me, threatened to call the police although I was in compliance to her request of waiting to allow first class passngers pass. Instead, she called the police, fabricated her story and casued me serious damage. A very vendictive, savage person that is not fitting of what Mauritius tries to portray itself as touris friendly. She was very arrogant and her male colleague from first class was also supportive of her behavour without trying to find out the other side of the story. Never I would fly with air mauritius. I complained about her in the airline survey, but they do not care, they never returned to follow up on my complaint. This is a total embarassment to Air Mauritius. This lady should not get away with what she did.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/99/default-avatar-2020-57.jpg,https://www.tripadvisor.com/Profile/MohammadB1089,Mohammad B wrote a review Aug 2022,Mohammad B,,1 contribution,,Mumbai - Mahebourg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r853913085-Air_Mauritius-World.html,Savage behaviour of air hostess from air mauritius,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Have been traveling on air Mauritius a lot. It was always disappointing however it been getting worse. Most of the air hostess treatment of  Mauritius citizens very bad and they are very rude. I spoke to some of my friends who was traveling a lot for business and leisure. They say the same. And now most of them have drop out of using air Mauritius. One thing is tourism been treated very well. So if you are tourism it good but if you are Mauritian avoid if possible,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/9c/default-avatar-2020-14.jpg,https://www.tripadvisor.com/Profile/Trek694367,Vick wrote a review Aug 2022,Vick,,1 contribution,,London - Mahebourg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r852807744-Air_Mauritius-World.html,Bad customer service,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"I had never experienced such a smooth landing where we did not felt the plane touched down the ground! I was not the only one who was amazed by such a outstanding landing as the whole passengers did applaused for the PILOT & copilote after landing.
Foods & beverages are well served on board. Bars drinks & coffee/tea are served two times and we have choices on main menu during dinner/lunch. Cabin crews are very welcoming and do not hesitate to help no matter the time. Ive seen cabin crews responding quickly to passengers when the help/calling sign is switch on by the passengers.",https://media-cdn.tripadvisor.com/media/photo-t/24/cb/9b/06/neevriti.jpg,https://www.tripadvisor.com/Profile/neevriti,Prayag wrote a review Aug 2022,Prayag,"Normandy, France",8 contributions,1 helpful vote,Mahebourg - Paris,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r851476071-Air_Mauritius-World.html,"Outstanding landing
On 31 August 2022 at 08:30 Paris CDG in MK14",Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Air Mauritius came highly recommended by Gabbi from Urban Espresso. And true to her word the service, cleanliness and comfort was exceptional.  Thank you, Air Mauritius!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ed/7b/default-avatar-2020-6.jpg,https://www.tripadvisor.com/Profile/CathyS2572,Cathy S wrote a review Aug 2022,Cathy S,,2 contributions,,Rodrigues Island - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r851351071-Air_Mauritius-World.html,Outstanding service and comfort!,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"The staff were very friendly. The drinks were plentiful.
luggage handling was a miss as both my suitcases were bruised and battered from both flights. Entertainment panel needs an upgrade on movie and series selection. the games are cute.
there is need for quicker disembarking and boarding procedures. standing in line for over 30mins is NOT on.",https://media-cdn.tripadvisor.com/media/photo-t/24/f6/d1/2f/oceanelerenx.jpg,https://www.tripadvisor.com/Profile/oceanelerenx,James RS wrote a review Jul 2022,James RS,"Harare, Zimbabwe",2 contributions,,Johannesburg - Mahebourg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r849989010-Air_Mauritius-World.html,Very Friendly,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"I love flying Air Mauritius, but the food is just inedible. Stale bread, pastries, powered eggs, sausages that are so processed they are practically nuclear in composition. No cheese, no yoghurt - everything processed and sugared: processed creamer, jam, squashed jam pastry, unripened fruit. My recommendation - eat at Paul's at the airport before you board and pack food for onboard. Even the snack you get is full of preserved flavourants.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/9c/default-avatar-2020-14.jpg,https://www.tripadvisor.com/Profile/20michele2016,Michele L wrote a review Jul 2022,Michele L,"Cape Town, South Africa",6 contributions,,Mahebourg - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r849543576-Air_Mauritius-World.html,Terrible Food,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"Lost 1 of my luggage but will only get €20 per kilo no matter how much the content is worth,other luggage received after 10 days but will only £75 and the staff could not understand why I was upset about this  all they keep saying its company policy and it was not their fault.Save yourself the stress NEVER fly air mauritius,I would rather swim than fly or deal with them again. Such incompetence.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ee/db/default-avatar-2020-10.jpg,https://www.tripadvisor.com/Profile/L2363DRjaned,Jane D wrote a review Jul 2022,Jane D,,1 contribution,,London - Mahebourg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r849198084-Air_Mauritius-World.html,Miss,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Having flown out to Mauritius in business we flew home in economy and it was the same as every other economy flight.

The staff were very friendly. The drinks were plentiful. The food was typical economy aeroplane food but it was very nice.

However, there was minimal films/TV programmes and the seats recline further than most planes so when the person in front reclines you have very little space. All in all, it was average but for 12 hours was my idea of hell, I will be upgrading to business in future.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/a7/default-avatar-2020-44.jpg,https://www.tripadvisor.com/Profile/aliciabaker,aliciabaker wrote a review Jul 2022,aliciabaker,"Kingswinford, United Kingdom",32 contributions,21 helpful votes,Mahebourg - London,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r849025241-Air_Mauritius-World.html,Typical economy,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"We flew direct with Air Mauritius from London Heathrow to Mauritius and upgraded to business class at the airport (cheaper than when booking) and it was so so worth it. I would highly recommend for such a long flight. You get access to an airport lounge, priority boarding, champagne/juice upon boarding, a lovely vanity kit from Porsche, the seats are wider and convert to lie flat beds with a quilt and pillow, canapes, 3 course meal (which was absolutely delicious) and just generally an all-round much much better and comfortable experience which is needed for a 12-hour flight, especially as it is an overnight flight. We flew home in economy and it was the same as every other economy flight, however, there was minimal films/TV programmes and the seats recline further than most planes so when the person in front reclines you have very little space. I loved in both classes that there is a camera so you can see what the captain can see, very fun to watch take off and landing. All in all, the business flight was amazing but the economy flight was average (and never again will I fly economy for such a long flight!)",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e2/a7/default-avatar-2020-44.jpg,https://www.tripadvisor.com/Profile/aliciabaker,aliciabaker wrote a review Jul 2022,aliciabaker,"Kingswinford, United Kingdom",32 contributions,21 helpful votes,London - Mahebourg,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r849024293-Air_Mauritius-World.html,Worth the upgrade,Date of travel: May 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
The economy class is quite good. Lots of legroom and comfortable seats. Food is also good. Service by the staff was excellent.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/6d/default-avatar-2020-19.jpg,https://www.tripadvisor.com/Profile/LoenRisu,Loen Risu wrote a review Jul 2022,Loen Risu,"Warsaw, Poland",151 contributions,38 helpful votes,Paris - Mahebourg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r848523101-Air_Mauritius-World.html,Good quality airline at low price,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"Unlike most airlines which treat economy class passengers as badly as they treat the luggage, Air Mauritius still provides an excellent level of service. Clean cabins and toilets, staff-to- passenger ratio seems to be good, you still get those little pouches and a decent amount of food. It is a very good airline. Have no hesitiation in using it.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f0/9f/default-avatar-2020-16.jpg,https://www.tripadvisor.com/Profile/Time2Travel1234,CSh wrote a review Jul 2022,CSh,,6 contributions,1 helpful vote,Mahebourg - London,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729008-r847107647-Air_Mauritius-World.html,Still very good economy,Date of travel: July 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
