Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"I cannot believe the experience my mum had with Royal Air Maroc. Her flight from London to Casablanca got delayed consequently she missed her connection flight to Praia and her flight got rescheduled for the next morning. While in Casablanca she was extremely mistreated. Rude staff, no one taking responsibility, no accommodatio given, no food voucher, she was sent up and down to talk to different people and absolutely no one took responsibility and assisted her, my mum is a 60 year old lady and as you can see from the picture after running around for almost 4hours after a long flight from London to Casablanca she was told to sleep on a chair.

Where is the accountability?",https://media-cdn.tripadvisor.com/media/photo-t/01/2e/70/9e/avatar069.jpg,https://www.tripadvisor.com/Profile/804kendrag,Kendra G wrote a review Oct 2022,Kendra G,,2 contributions,,London - Praia,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r865740557-Royal_Air_Maroc-World.html,WORST FLIGHT,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I traveled from Washington Dulles to Barcelona at the beginning of August 2022. I normally try to do carry-on only when traveling, but I packed a few extra items for a friend who I was meeting in Barcelona and had to use a larger bag that I checked in. Unfortunately, that was the last time that I saw that bag until 2.5 months later. I received no compensation, no call about tracking, and I was never able to reach anyone on the telephone or email to track my bag. I submitted an online claim 21 days after the bag was lost as the airline requested, which I don't think they ever checked. A lady at my departing airport called me 2.5 months after my bag was lost to let me know that she found a bag with my name on it in their office and found my number to call me. DO NOT TRAVEL THIS AIRLINE!!!",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f3/e4/default-avatar-2020-30.jpg,https://www.tripadvisor.com/Profile/blackmentravel,blackmentravel wrote a review Oct 2022,blackmentravel,,1 contribution,,Washington DC - Barcelona,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r865196039-Royal_Air_Maroc-World.html,LOST LUGGAGE - DO NOT TRAVEL THIS AIRLINE!!!!!,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"There are simply too many ways to criticize this airline, the management, the in-flight staff, etc The worst of the worst. Dirty interior of the plane, rude staff, lazy staff and/or training/management, Bare minimum ... absolute minimum of effort. They literally DO IGNORE the service lights. 30% of the TV's broken for an 8 hour flight. No explanation that makes sense. No apologies for anything. We had a one and a half hour wait on the tarmac once we landed at JFK. They never made an announcement explaining the trouble or how long we would be waiting. Didn't offer drinks or anything while we did wait. No staff circulated the cabin. The most astonishing thing was as we walked past all of the staff as we left the plane after 9.5 hours with these people, they said nothing, nothing at all to any of the passengers as we passed them. No thank you, have a great day, sorry about that ... NOTHING. Dead blank stares and silence. If there is no other way for you to get in and out of Morocco ... then I truly suggest you don't go to Morocco. DO NOT EVER CONSIDER TAKING THIS AIRLINE otherwise, expect to be astonished at the lack of respect and consideration from the staff.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/fe/default-avatar-2020-58.jpg,https://www.tripadvisor.com/Profile/EleanoreM527,Elsa wrote a review Oct 2022,Elsa,,2 contributions,1 helpful vote,Casablanca - New York City,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r865169183-Royal_Air_Maroc-World.html,NOPE!,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Flight was canceled LAST YEAR. But no credit and no refund. Their customer service line is purposely complex and misleading, designed to give you the run-around until you hit a dead end with a full voicemail.
No email correspondence since March of this year.

They straight up robbed me of my money.",https://media-cdn.tripadvisor.com/media/photo-t/01/2e/70/9b/avatar062.jpg,https://www.tripadvisor.com/Profile/seongk82,Seong K wrote a review Oct 2022,Seong K,,1 contribution,,New York City - Casablanca,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r865152516-Royal_Air_Maroc-World.html,Straight up robbery,Date of travel: November 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Where do I start. The air crew are outright lazy, unresponsive, rude and inconsiderate. No one responses to the call button that it should be removed. The crew came out literally 3 times when food is served then they hibernate at the back. Half the TV's don't work and food is horrible. The worst part is that all beverages are self service right behind as told by the crew. Not even the low cost airlines do that. And the worst part of all is that they keep rescheduling the flight times on a weekly basis heading towards your flight. This airline should be downgraded or we shouldn't give a hoots about the  IATA ratings. Their ticketing office is a joke and website is unresponsive too so don't bother if you want a peaceful journey.",https://media-cdn.tripadvisor.com/media/photo-t/1b/95/3a/3b/avatar.jpg,https://www.tripadvisor.com/Profile/TheAdventureTellers,The Voyage Protagonist wrote a review Oct 2022,The Voyage Protagonist,"Kuala Lumpur, Malaysia",92 contributions,46 helpful votes,Doha - Casablanca,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r864765541-Royal_Air_Maroc-World.html,I've found the world's worst premium airline!,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"We had a very good flight first to Morocco, then to Egypt. The cabin was clean, well organized, and food was served promptly. Flights were on-time and there was no problems at all.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/6d/default-avatar-2020-19.jpg,https://www.tripadvisor.com/Profile/no1vacationnut,no1vacationnut wrote a review Oct 2022,no1vacationnut,"Portage, Pennsylvania",52 contributions,58 helpful votes,Pittsburgh - Cairo,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r864546169-Royal_Air_Maroc-World.html,Great Flight,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"I can’t believe that I am
Still
Waiting for my money!I am very disappointed you promise me to refund my tickets qnd you never did it!!!
Unaccettable!
And your customer care by phone is awful,impossible to speak in English .
Disgusting you stoles my money,
Give me my refund",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ee/10/default-avatar-2020-8.jpg,https://www.tripadvisor.com/Profile/K4360JZpilarf,Pilar F wrote a review Oct 2022,Pilar F,,2 contributions,2 helpful votes,London - Marrakech,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r863370403-Royal_Air_Maroc-World.html,Refund never had,Date of travel: November 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Our flight on airMaroc was canceled because of COVID.
I got the voucher for 18 months.
I then asked the refund after, and Air Maroc is refusing to get the money of the 3 tickets.
As per their policy after the voucher, they should return the money.
Anyone knows how can I take my money ??",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/fe/default-avatar-2020-58.jpg,https://www.tripadvisor.com/Profile/Raymonda222-83,raymonda wrote a review Oct 2022,raymonda,,1 contribution,,Montreal - Cairo,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r862823284-Royal_Air_Maroc-World.html,Refund issue with air Maroc for 2 years,Date of travel: November 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"What a shambles of an airline. A true score of 0. Our flight to Casablanca was 45 minutes late boarding (no real issue with that), we then sat on the tarmac for 2.5hrs. Little or no explanation and when any announcement was made it was first in Arabic with then a limited announcement in English, after 2.5hrs of waiting on the plane the flight was cancelled, reason - apparently that due to Gatwick airport issues, this had caused the pilot to run out of flying hours. Many of our fellow passengers mainly Moroccans told us that this was not an unusual occurrence with RAM. We then had to disembark, go through emigration, collect our luggage and head back to the check-in desk. We were then each given a food voucher for M&S Food and then had to wait to be allocated a hotel for the night. We were lucky, but some passengers were allocated rooms in hotels at Heathrow, while other passengers opted to sleep on the floor at Gatwick. Overnight we received an email advising us to be back at Gatwick by 5am for an 8am flight.

Having queued from 5am for 2 hours at check-in finally someone appeared only to tell us he was only there to issue vouchers for breakfast and knew nothing about the flight, so don’t ask. My partner put a comment up on twitter about the time we were waiting to check-in, which got a comment from Gatwick airport that check-in’s open 3 hours before a flight, totally missing the point.
The pilot and aircrew then appeared but just seemed to be amused by our predicament, even when some Moroccan passengers spoke to them in Arabic, they gave the appearance of not our problem. At 7:30am check-in started for an 8am flight, the boarding cards had no flight time and when we tried to go through immigration the barriers remained firmly closed, so over 150 passengers had to queue up to go through the manual barrier. By 11:30am we were once again sitting on the plane, but the luggage still hadn’t been loaded. While we waited the crew just ignored us, and no offer was made of even a drink. Finally, at 1pm the luggage was loaded and the flight eventually took off around 1:30pm. During the whole flight unless you asked, no food or drink was provided and then only water or beer and a bread roll. The toilets were dirty and smelly, no attempt was made by the crew to clean them, and the crew just sat up the back of the plane avoiding the passengers. The only passengers who were looked after were the 3 in business class. When we landed the crew thanked us for our custom and hoped to see us soon on another flight, you can guess the reaction that got……..

Since the flight we have had emails from their customer services team, the first to say they would look into any compensation claim and the second asking for a review of their service. I will update my review if we get anywhere.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com/Profile/0Pete_23,Peter R wrote a review Sep 2022,Peter R,"Dartford, United Kingdom",1043 contributions,375 helpful votes,London - Casablanca,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r862621144-Royal_Air_Maroc-World.html,An absolute shambles of an airline,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"They cancelled my flight in January 2021. Im still sending emails and calling every week. They said I could use my voucher for a year, once it expires I can get my refund. After all this time, they keep saying they will scalate with no result. Basically I lost a big amount of money",https://media-cdn.tripadvisor.com/media/photo-t/03/3d/8e/a2/delia-f.jpg,https://www.tripadvisor.com/Profile/deliaf956,D F wrote a review Sep 2022,D F,"London, England, United Kingdom",6 contributions,2 helpful votes,London - Banjul,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r861631514-Royal_Air_Maroc-World.html,Cancelled my flight and lost my money,Date of travel: October 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Never again will I choose to fly with them
Dirty planes
Kids running around no one says anything
Trash everywhere on the floor
Bathroom was disgusting
And when we got to check in desk 4 hours before flight was told no seat available and me and my husband couldn’t seat together
Never ever again
Trash",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f3/7c/default-avatar-2020-29.jpg,https://www.tripadvisor.com/Profile/919stellak,Stella K wrote a review Sep 2022,Stella K,"Southampton, Pennsylvania",6 contributions,4 helpful votes,Casablanca - New York City,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r861575349-Royal_Air_Maroc-World.html,Worst airline company ever,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"This company canceled our flight and is NOT returning money.

Their phone support service is terrible - If you call them and they ""busy"" - they just hang up - no way to leave a message or wait for representative.

And even if you get a chance to talk - you cannot hear anything like they use some outsourcing with people kept in a basement.

That's the most terrible experience we've had so far",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e8/91/default-avatar-2020-62.jpg,https://www.tripadvisor.com/Profile/StopsOnTheWay,StopsOnTheWay wrote a review Sep 2022,StopsOnTheWay,,2 contributions,1 helpful vote,Brussels - Moscow,Russia,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r861560805-Royal_Air_Maroc-World.html,They will never refund you when they cancel your flight!,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"We have taken numerous airlines to Europe and back and yesterday we experienced one of the worst flights  back to the US.  It starts with the booking process. No order whatsoever. Everyone just storms the gate causing major delays getting on the plane. Next came the seats which were so close everyone was in pain most of the 8 plus hour flight. The seat cushions have little to no padding I ended up sitting on my pillow and blanket. Next, nothing on the plane worked. The USB ports for both us would not work, my wife's entertainment system did not work and the choices of movies and shows are 30 years old..  I could not put my seat back and the guy in front of me put his all the way back giving me even less room.  I saw one guy in the last row who could not recline his seat.  He was a tall guy whose head was higher than his seat.  His head had to rest on a piece of metal behind his seat.  He tried putting his pillow behind him and looked really upset. The food was horrible. Tuna fish sandwiches as a snack that most people didn't eat. The bathrooms were disgusting by the end of the trip.  No crew monitor their condition and toilet paper ran out and diapers were on the floor.  By the time we landed we felt as if we were beaten up with sore backs and pains.  Avoid this airline for long haul flights.",https://media-cdn.tripadvisor.com/media/photo-o/07/5e/69/c7/colleen-r.jpg,https://www.tripadvisor.com/Profile/colleenr102,John R wrote a review Sep 2022,John R,,16 contributions,2 helpful votes,Casablanca - Miami,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r860933528-Royal_Air_Maroc-World.html,Terrible Long Haul Flight,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Booked a flight with RAM in June 2020 for LHR which was cancelled about 3 times, the last cancellation was on 20th September 2020. I had to book with another airline. I claimed and was told that it will take 19 months before I can get it. Still chasing them!!! They kept saying it is with Account Dept for processing for almost 3 months now. I don’t know what to do now. I’m flabbergasted with the behaviour of RAM.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com/Profile/Omsjoof,JoofO wrote a review Sep 2022,JoofO,"Crawley, United Kingdom",1 contribution,1 helpful vote,Banjul - London,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r860627515-Royal_Air_Maroc-World.html,NEVER REFUNDED MY MONEY,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Worst customer service ever I travelled over six months ago four suitcases lost manage to get back three after 3 weeks and still waiting for a reply regarding my claim,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f0/9f/default-avatar-2020-16.jpg,https://www.tripadvisor.com/Profile/Z7317SXrebeccak,Rebecca K wrote a review Sep 2022,Rebecca K,"Reading, United Kingdom",4 contributions,,London - Freetown,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729136-r860071195-Royal_Air_Maroc-World.html,Worst airline ever,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
