Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"I have to admit I chose this airline because it was the cheapest way of getting from a to b so I wasn’t expecting much. However we were delayed for over two hours sitting on the tarmac at Heathrow due to missing our slot after a delay in boarding. This made the connection at Cairo for our onward flight to Johannesburg dicey.

Once onboard the flight crew were dismissive and uninterested. The food was dire and exactly the same on both flights. The inflight entertainment was very limited and yes I know Egypt is an Islamic country, but the drinks offering were completely dry. If Etihad and Emirates can offer a wine menu, so could EGYPTAIR.

The only thing I can say on a positive note is that the legroom was good and both landings were textbook.

Unlikely to choose this airline again.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/2e/default-avatar-2020-67.jpg,https://www.tripadvisor.com/Profile/Kevling1978,Kevling1978 wrote a review Nov 8,Kevling1978,"Whitstable, United Kingdom",6 contributions,10 helpful votes,London - Johannesburg,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r867770879-EGYPTAIR-World.html,Disappointing,Date of travel: November 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"I booked my flight 8 months in advance, so I got a decent price. I have had 3 time changes in the space of two months, I was a travel agent for 7 years so I can deal with that. The last time change, they moved and confirmed my flight from Cairo to Abu Dhabi so it landed after my other flight had already left, I called to fix this and was told it's the only flight, I went on their website and they had plenty, so I called back and three times, everytime I was hung up on, they kept telling me my only option was to cancel, as soon as i mention their flight availability then they'd hang up. Now I have no option but to cancel and rebook something 4 times the price I paid.
I also flew Egypt Air to Luxor and Aswan and their boarding process is just chaos, there is no structure, instead of one line it's just a whole bunch of passengers nearly fighting to get on, so safe to say the boarding took well over an hour and we were an hour and a half delayed. The service on board is non existent regardless if you're in business or not, then they somehow ripped my lock and zipper off my luggage, it had a TSA lock so there's no excuse to not be able to open it, if need be.
I would steer clear of them if at all possible.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/73/default-avatar-2020-13.jpg,https://www.tripadvisor.com/Profile/OfficiallyAntwaan,Antwaan wrote a review Nov 6,Antwaan,"Bateau Bay, Australia",4 contributions,,Cairo - Sydney,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r867521370-EGYPTAIR-World.html,Worst airline I've ever dealt with,Date of travel: November 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The airline changed my flight time, so I needed to accept the changes. The problem was that in order to get the same exit-row seat, I had to pay all over again. This necessitated a call to their customer service, which is always a hellish experience. There actually is no customer service in KSA, even though there's a number listed, so it meant an international call. I spent about 15 minutes talking to the customer service agent, who eventually hung up on me when he realised it was too much work for him. It happened two more times. Such is life when flying with Egyptair",https://media-cdn.tripadvisor.com/media/photo-t/14/00/74/50/mezzeman.jpg,https://www.tripadvisor.com/Profile/Mezzeman,Mezzeman wrote a review Nov 6,Mezzeman,,83 contributions,14 helpful votes,Riyadh - Cairo,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r867476442-EGYPTAIR-World.html,Still the worst airline around,Date of travel: November 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Honestly I do not know where to begin from the minute of entering the airplane at the Gates where I was giving the incorrect tickets despite the fact that I had a confirmation email with my seats that I paid for I was not given the seats that I had paid for and was given another seat that was not ours despite the fact having a baby which needed the seed that I paid for, to the desk manager of EgyptAir at JFK who was absolutely unprofessional and disgusting.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/99/default-avatar-2020-57.jpg,https://www.tripadvisor.com/Profile/abanoubb175,Abanoub B wrote a review Nov 3,Abanoub B,,2 contributions,2 helpful votes,New York City - Cairo,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r867137953-EGYPTAIR-World.html,DON'T flight with EgyptAir,Date of travel: December 2021,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"There can't be worst airline than this. The staff members are very rude and adamant. Seats are very uncomfortable. Even if one has to pay more, he should avoid this airlines.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f2/b8/default-avatar-2020-26.jpg,https://www.tripadvisor.com/Profile/sushiljhanwar09,sushiljhanwar09 wrote a review Nov 3,sushiljhanwar09,"Nagpur, India",5 contributions,3 helpful votes,Cairo - Mumbai,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r867084029-EGYPTAIR-World.html,Worst airline,Date of travel: November 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I would not recommend flying Egyptair unless there was no other option available. I paid to upgrade my seat to ""business"" class, however as you can see my seat was completely destroyed and disgusting.

There was gum on the armrest which got all over my clothes and the sleeping area was completely ripped apart and everything was filthy. There is clearly no sanitization, cleaning or inspection of the aircraft interior.

Furthermore my remote for the entertainment system did not work. Staff on board are unwilling and unable to help. Post travel customer service is non-existent.

777s are old and in desperate need of an overhaul. Food (including special meal orders) is inedible especially for vegetarians. 0 out of 5 stars and would not recommend.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/42/default-avatar-2020-20.jpg,https://www.tripadvisor.com/Profile/aks101,Ak wrote a review Nov 1,Ak,"Toronto, Canada",62 contributions,7 helpful votes,Cairo - Toronto,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r866876187-EGYPTAIR-World.html,"Worst business class ""upgrade"" ever",Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I had travelled once before with this airline and had an average travel experience so i thought to to try again. The flight was more than one and a half hours late and no one notified the passengers of the delay and what was happening. Safe to say the passengers with connecting flights (me included) were overly anxious. Just before boarding they brought in a group of about 10 families that was very rowdy. In flight, the flight attendants were very overwhelmed and kept skipping people during service and asking for options for meals.

I had purchased two extra bags for a total of 250 USD and one was lost on arrival. I reported to the Swissport office that managed such claims and they assured me that they would be in touch as soon as the bag was found. I had to keep following up, after numerous emails almost 2months later i still haven't received my bag and have little hope for doing so. No one has appeared apologetic or caring for my requests until i make email threats which take forever to be responded to. Now I am following up for a claim for insurance reimbursement from the airline. I have little hope and i wonder how passengers can be protected from such airlines in such a case.",https://media-cdn.tripadvisor.com/media/photo-t/01/2e/70/5e/avatar036.jpg,https://www.tripadvisor.com/Profile/U4737AEmaryg,Mary G wrote a review Nov 1,Mary G,,1 contribution,1 helpful vote,Nairobi - Cairo,North Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r866823947-EGYPTAIR-World.html,Very poor customer service,Date of travel: September 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I have travelled a lot with many different air companies but this is the worst experience. It was 1 hour delay. Then my luggage didn’t arrive and I was almost a week without my bag, trying to contact a customer service is a total nightmare, nobody can give any information, when my bag arrived to rome nobody contacted me neither they delivered it to the hotel. I found my bag myself in the airport and it was totally destroyed so I needed to ungently buy another suitcase as it was not transportable. They denied to reimburse me 1st need expenses as they give only 2 weeks for filing a claim and I was late, and during 4 months they haven’t reimbursed me for destroyed suitcase and I don’t hope anymore. I’d never fly with Egypt air again unless it’s the only air company in the world and I have no choice. Really horrible.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/9c/default-avatar-2020-14.jpg,https://www.tripadvisor.com/Profile/elenaeA1936VC,Elena E wrote a review Oct 2022,Elena E,,1 contribution,1 helpful vote,Sharm El Sheikh - Rome,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r866725449-EGYPTAIR-World.html,The worst air company,Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I don't normally write reviews even when dissatisfied but I am shocked at the customer service and I suggest people avoid.

Our service was terrible on board, crew staff outright ignoring and failing to provide food and drinks on several occasions. My entertainment system did not work at all and my partners was faulty- our request to move was denied despite there being seats available . We are also vegan and requested this option, snacks provided were not vegan so we were left hungry the majority of the flight.

Then when contacting customer service asking for compensatory for lack of services that were paid for have been rejected by customer services, instead only offering a 20 percent discount for future flights (something I refused as I shall not be using them again)

Avoid avoid avoid. Poor service and not worth the hassle overall.",https://media-cdn.tripadvisor.com/media/photo-t/08/40/6a/ff/lucyiona5829.jpg,https://www.tripadvisor.com/Profile/LucyIona5829,LucyIona5829 wrote a review Oct 2022,LucyIona5829,"Bristol, England, United Kingdom",26 contributions,9 helpful votes,Cairo - London,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865900943-EGYPTAIR-World.html,Terrible Customer Service from Start to Finish,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The worst member of Star Alliance. In general we had 3 flights booked with this company, and in all of them were the same problems - it's not a coincidence! All of them were delayed, at least 30 min! When I was sitting on the aisle seat, I was constantly being hit by flight attendants, no matter if it was Airbus or Boeing aircraft - it was crew that was hitting/touching people sitting on the aisle. Food was delivered in containers that did not look clean , and using ""some"" cups for tea/coffee it's not a step towards sustainability but to having a stomach issues. And last but not least, our baggage was LOST on the connection flight! We received it 2 days later, together with other 10 people from our flight.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f0/48/default-avatar-2020-15.jpg,https://www.tripadvisor.com/Profile/29jakubk,Jakub K wrote a review Oct 2022,Jakub K,"Furstenstein, Germany",15 contributions,3 helpful votes,Cairo - Munich,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865888269-EGYPTAIR-World.html,Never again with Egyptair,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Total desinterest of crew. Boarding was a disaster given very little crew involvement and hence close to 2 hours delay!
Drinks served in plastic cups!? No decent meals. Horrible seats in B737. Flighttracking system without vital information!?
Why is EGYPTAIR a partner of the Star Alliance!?
Would only fly EGYPTAIR again if there is no alternative.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e9/60/default-avatar-2020-64.jpg,https://www.tripadvisor.com/Profile/Jet24853,Jet24853 wrote a review Oct 2022,Jet24853,The Netherlands,8 contributions,7 helpful votes,Amsterdam - Cairo,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865803249-EGYPTAIR-World.html,Most dramatic ‘business class’ experience ever,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_20
"I have been very patient with Egypt air for the last three months waiting for them to solve the issue. Their gate security guard in Cairo literally STOLE our belongings that he said had to be put on the plane. The gate agent came around checking in gate bags and we told him the security had our belongings, so he went to the security guard for it. He refused to give it to him. It was nothing illegal, just a wood walking stick. Needless to say, Egypt Air was supposedly investigating the case since 3 months ago, and I just got an email saying the security department didn’t find it. I would think that the security department would know exactly who was working that flight so why did they not take appropriate action against their employees, and return what belongs to us! AIRPORTS HAVE CAMERAS!!!  This  item is meaningful to us in so many ways. Please WATCH SECURITY GUARDS IN CAIRO AIRPORT & DEMAND YOUR BELONGINGS in the airport, if they try to steal them from you.",https://media-cdn.tripadvisor.com/media/photo-t/18/69/b8/ce/camille-w.jpg,https://www.tripadvisor.com/Profile/camillew388,Camille W wrote a review Oct 2022,Camille W,"Tampa, Florida",6 contributions,2 helpful votes,Luxor - Accra,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865660317-EGYPTAIR-World.html,Airport Security Cannot be Trusted,Date of travel: August 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Many passengers including myself did not receive our baggage upon arrival at destination.
No update about bags have been given so far from airline.

There is no direct contact within the country for airline or means to track lost bags.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ef/9c/default-avatar-2020-14.jpg,https://www.tripadvisor.com/Profile/cbL1103ZV,C B wrote a review Oct 2022,C B,,1 contribution,,Toronto - Accra,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865518728-EGYPTAIR-World.html,Lost baggage during trip,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Was was not sure about this  airline from reading the reviews.  Our flight was delayed by 30min  but was pleased with my flight.   Seats were comfortable and good leg room.   Service was ok, they did run out of choices to eat on the plane and only beef was available.  Choice of in flight entertainment was not good.  For a 10+ hour flight, bathroom was not clean or did anyone clean or refresh the bathroom.  Staff was not friendly and seemed tired. Because of this being a direct flight, would take them again to Cairo.",https://media-cdn.tripadvisor.com/media/photo-t/01/2e/70/86/avatar007.jpg,https://www.tripadvisor.com/Profile/sandyp1017,sandyp1017 wrote a review Oct 2022,sandyp1017,"New York City, New York",9 contributions,8 helpful votes,New York City - Cairo,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865363988-EGYPTAIR-World.html,Surprisingly nice airplane,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"was not allowed to keep flight carrying bag above my seat when i asked crew.. why ..they said the cabin is full so u can't keep..we had three seats but was asked to keep our flight carrying bag in luggage..i resisted..they said flight is full but 8 to 10 seats were empty on flight..my seat nbr was 39...flight nbr MS 968..FRM CAIRO TO MUMBAI...
Ltter on founf that cabin crew had kept thre luggage above my seat ...and opp to my seat they have kept bankets and pillowa.. so i waS NOT ALLOWED TO KEEP baggage..
second issue ,,
when i came from LHR TO CAIRO ON 11 TH NIGHT had accommodation of hotel from airline when i landed
thre at 8.30 i was given hotel at 12 am..we were asked to wait for 3 hrs for hotel accommodation by airline..
it so happped one flight from Lagos landed at same time so they cleared all peope of that flight first and then i was given accommodation..this is disgusting wa s10 th in queue for accommodation but they cleared all 200 passenger from Lagos first and then inlast i was given..imagine i reached hotel room at 1.15 am ..in this digital world that people were writing all pasport nbr of all passenger and name age on paper..why cant this be digitalised and proces can be more simple and faster..
flight nbr was ms 778..
third issue when from cairo to mumbai fligth was at 1650..in hotel they asked us to rush since 12.45..then ion coming to airport they made us to wait for a hr for paspport ahndling...",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/fe/default-avatar-2020-58.jpg,https://www.tripadvisor.com/Profile/hakimipowderco,murtaza wrote a review Oct 2022,murtaza,"Pune District, India",2 contributions,1 helpful vote,Cairo - Mumbai,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865286400-EGYPTAIR-World.html,baad one,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
We flew multiple times with Egypt air during September and October. By far the worst airline I’ve ever travelled with. Ever single flight delayed. One was 3 hrs delayed. No apology. No reason given. Currently in Aswan airport at 11.45 waiting for a plane that should have left at 11.05 with the screen saying “on time”. Avoid avoid avoid this company if you can.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f4/5d/default-avatar-2020-32.jpg,https://www.tripadvisor.com/Profile/Azornator,Azornator wrote a review Oct 2022,Azornator,"Airlie Beach, Australia",19 contributions,1 helpful vote,Cairo - Aswan,Domestic,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865248328-EGYPTAIR-World.html,The most disgraceful airline in the world,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Very bad staff and the treatment is very rude. I do not recommend travelling on EgyptAir Airlines until after a radical change from them.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f6/0d/default-avatar-2020-34.jpg,https://www.tripadvisor.com/Profile/P9124KRwaels,Wael S wrote a review Oct 2022,Wael S,,1 contribution,,Cairo - Casablanca,North Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865098685-EGYPTAIR-World.html,very bad staff,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"YOU SKIP THIS HEADS-UP AT YOUR OWN RISK.

Do not ever board Egypt air from UAE to any part of Africa.

All their options including the most expensive economy have long hours of layover yet its STRICTLY no accomodation for anyone to and from UAE.

You will be forced to sleep on the hard chairs amidst the mosquitoes and the cold atmosphere.

Their staffs are arrogant, very rude and treat you like you begged them to let you fly with them.

They would shut you down arrogantly and leave you with no explanation.

Unfortunately for me I booked a round trip so I had to go through this horrible situation twice.

Their seats are dirty and my phone was all soiled up after accidentally dropping it in the pocket behind the seat.

My luggage delayed for 2days upon reaching and I had to drive for over 3hrs just to come back for my luggage.

By far this has been the most humiliating and embarrassing moment of my travel life as a blogger.

It might cost you a little extra but its worth it choosing other airlines over Egypt air.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/e3/default-avatar-2020-59.jpg,https://www.tripadvisor.com/Profile/blackalphatv,Black Alpha wrote a review Oct 2022,Black Alpha,,1 contribution,2 helpful votes,Dubai - Accra,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865055214-EGYPTAIR-World.html,No accomodation for all UAE travellers,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"To be fare, I used Egyptair for my yesterday from bey to cairo then from Cairo to Accra .
The first flight was on time and was very good, the portion served was very good for a 45 mins of flight.
The second one was delayed for 1 hr but it is not the end of the life it is ok and the flight was good and the portion given was very good. the chicken plate was not tasty but everything else is perfect.

So usually only the bad feedbakc are written on the website don't be afraid of using egyptair of course if you are not planning for a 5 stars airplane . I can rate them as 3.5-4 stars airline ,

I am having a return flight with them and will post also my feedback .",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e4/ca/default-avatar-2020-51.jpg,https://www.tripadvisor.com/Profile/akrami895,A.I wrote a review Oct 2022,A.I,Lebanon,2 contributions,,Lebanon - Accra,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729067-r865006902-EGYPTAIR-World.html,BEY-CAIRO-ACCRA,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
