Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"I specifically booked the flights because of the return arrival time, a week before my departure they cancelled my return leg and gave me a 12 hour stopover. They do provide a free hotel which was just about adequate.

Chicken on the flights was not really edible, very rubbery, then stupidly I chooose it again on the return and it was exactly the same!

Addis Ababa airport security is a joke…. I didn’t realise I had a bottle of water on the outside of my carry on bag….. three sets of x rays machines didn’t spot it…… but they make you take off your belt and shoes…… very disappointed",https://media-cdn.tripadvisor.com/media/photo-t/1b/43/a2/20/caption.jpg,https://www.tripadvisor.com/Profile/Pinoydave,Pinoydave wrote a review Nov 16,Pinoydave,"Birmingham, United Kingdom",178 contributions,58 helpful votes,London - Mombasa,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r868711756-Ethiopian_Airlines-World.html,"Ok flight, disappointing return flight",Date of travel: November 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"I flew October 31st 2022 and found that Wifi in Addis was better than in 2021, the cost of drinks was higher. Staff were courteous although on the leg from Johannesburg to Addis overnight, I did not appreciate being asked if I wanted a meal at 1am when it was obvious I wanted to sleep! The touch screen on the seat was not working well and  I gave up trying to charge my phone from the USB port as the current is so weak it was almost useless. The food is getting even more bland and vegetables seem to be as scarce as hen's teeth! However, an extra mini bottle of wine was not refused! Getting off was no hassle and I am grateful my luggage arrived OK. It's not worth paying for internet.",https://media-cdn.tripadvisor.com/media/photo-t/1b/31/04/ab/steffen-k.jpg,https://www.tripadvisor.com/Profile/SteffenK116,Steffen K wrote a review Nov 14,Steffen K,"Durban, South Africa",254 contributions,116 helpful votes,Addis Ababa - Abuja,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r868462476-Ethiopian_Airlines-World.html,Efficient but food is going downhill!,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"I flew from Addis Ababa to New York on Ethiopian airlines. I found on board internet service available on more planes. One hour for 5 USD, two hours for 9 USD, three hours for 15 USD and entire flight for 25 USD. It functioned ok with mobile phone, I could even see some YouTube, but may get slower if you have heavy data requirements. The flight stops at Lome. Togo, for refueling and taking on additional passengers. Continuing passengers used to stay on board but apparently now everybody has to deplane to the boarding lounge before allied. back in.

Small nuisance is that, somehow, Ethiopian airlines seems to always mix up priority luggages and others. I have never seen priority luggages coming out first upon arrival. Can the airline do something to improve?

Business class food/beverage service is nice but it takes very long time to finish. It is OK for super long flight but for medium-short flight it feels as if the whole flight was spent on food service. I wonder if they can be a little better organized and efficient with time....",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e7/7b/default-avatar-2020-56.jpg,https://www.tripadvisor.com/Profile/eagle32016,eagle32016 wrote a review Nov 13,eagle32016,"New York City, New York",104 contributions,52 helpful votes,Addis Ababa - New York City,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r868275873-Ethiopian_Airlines-World.html,"Better Internet Availability On board, but priority bags still get mixed up",Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"For certain gates they've added ANOTHER security screening, and they confiscate all drinks you have on you despite it having been bought INSIDE the terminal.

Not only does this not make any security sense; they've cleared the goods into the terminal themselves, but it's also discriminatory as people at other gates that don't have the extra security clearance can take on board any drinks or other items they've bought in the terminal.

I challenged the people that took my drinks off me and they just ignored me. Refused to even look at me.

If you ask me this is clearly a scam, I'd bet ANY amount of money that the confiscated drinks go right back into the shop coolers.",https://media-cdn.tripadvisor.com/media/photo-o/05/f8/de/62/joseph-b.jpg,https://www.tripadvisor.com/Profile/454josephb,Joseph B wrote a review Nov 11,Joseph B,,16 contributions,2 helpful votes,Addis Ababa - London,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r868070050-Ethiopian_Airlines-World.html,Thieves,Date of travel: November 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Unexpected cancellation of BA flights resulted in us flying with this airline.  Overall comfortable and smooth flight.  All flights full.  Flight attendants good. Food mostly good. Breakfast not so good on flight back from Addis Ababa. Flights very much on time. Boarding quick except on last leg back to Heathrow. Seats changed due to large numbers of small children on flight. Some confusion.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/79/default-avatar-2020-21.jpg,https://www.tripadvisor.com/Profile/joni101,joni101 wrote a review Nov 7,joni101,"Belfast, United Kingdom",64 contributions,22 helpful votes,London - Windhoek,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r867630614-Ethiopian_Airlines-World.html,Surprisingly good,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"I hate writing bad reviews, I seldom bother.  But unfortunately, Ethiopian Airlines does require some comments.  First, the unexpected changes in schedule just made our return flight almost unbearable.  Instead of 23hrs it turned into a nightmare 48hrs.  Secondly, their website is super not helpful.  And as for bidding for upgrades?  beware.  I was sent all over the place via email and phone called.  I cannot tell you how many times they dropped the call once I got an automated reply.  I spend 1.5hrs total talking and being sent on to others when I did get a live person.  and btw no issues were resolved.  it was a complete circle.  On the ground the poor staff had the same issues with the computer.  we stood at Addis counter for over an hour trying to upgrade.  I could go on and on.  I will say once you get ON the airplane if you did manage to get upgraded, it was nice.",https://media-cdn.tripadvisor.com/media/photo-t/03/5c/cc/d6/cats254.jpg,https://www.tripadvisor.com/Profile/cats254,cats254 wrote a review Nov 3,cats254,"Portland, Oregon",72 contributions,56 helpful votes,Concord - Blantyre,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r867107109-Ethiopian_Airlines-World.html,Good Luck,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The flight itself was lovely, however, in spite I miss my flight because Ethiopian Airlines, purposefully detain us on the landing aircraft while the flight going to the United States was boarding. They did put us/me up in a hotel and provided food, however, I am a vegan it did not matter, but the kind gesture was greatly appreciated. when I arrived in the United States only one piece of my luggage arrived. I filled out a missing report for my luggage it arrived a few days later. I was so happy to get my luggage back.  I did not check to see if all my items were there it was  hours later that I open my luggage to discover stolen items  and I still have not been compensated for the stolen items 3 months later.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e5/2b/default-avatar-2020-52.jpg,https://www.tripadvisor.com/Profile/lisaabrowndixon,Lisa A NewMan wrote a review Nov 1,Lisa A NewMan,,1 contribution,,Addis Ababa - Chicago,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r866860156-Ethiopian_Airlines-World.html,"Stolen luggage, file a claim three months ago still have not heard from them, I believe it was a inside job",Date of travel: June 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"Please avoid this airline in your future. I lost my luggage for four days I could not eve get the report code to follow. I tried hard to reach the staff by email and phone and no response. the communication is very difficult. This airline should be removed from star alliance until checking the quality process. By the way, many people of my flught lost the luggage. the flight just ruined all the trip and my conference",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/e4/59/default-avatar-2020-49.jpg,https://www.tripadvisor.com/Profile/mohamedghanem1963,moh wrote a review Nov 1,moh,,1 contribution,1 helpful vote,Cairo - Johannesburg,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r866851346-Ethiopian_Airlines-World.html,extremely bad airline. One of the Worst I have ever mate. the communication with staff is very hard and  impossible.,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"I was asked by a female staff to go and get an OK to travel permit before I will be allowed to check-in. I showed her my permanent residence permit in Brazil and told her that I don't need an OK to travel before travelling to Brazil. She was very unfriendly and insisted that I need the OK to travel.

I followed the instructions and went upstairs to the office and met the person responsible to get the OK to travel. I equally explained that I have been travelling to Brazil and this is the first time I was asked to get an OK to travel despite my permanent residence permit.

He insisted that I need that. I spoke to another Ethiopian who is a staff and he said same thing. I was running out of time. I spent hours explaining and no one listened. I was told to go back and wait for the OK to trave permit. And rebook my flight and the extra cost if any will be one me.

The check-in was closing as the flight boarding announcement was made. I became so sad and depressed.

I came downstairs to pick my luggage to go back home. Fortunately, there was another lady at the passport checking point and I walked up to her to give my last complaint. She was so surprised that a staff sent me to get an OK to travel when I have a permanent residence permit in Brazil. She scanned my passport and ordered the last person at the check-in desk to check me in immediately.

I ran all the way through immigration to be able to catch up before the boarding gate was closed. The pain and trauma of this experience is unimaginable.

I am so much disappointed with your staff in Lagos International Airport Nigeria for their level of ignorance and incompetence which put me through emotional, psychological, physical and mental stress.

I hope that you look into this and and get your staff properly trained and informed to avoid this repeating. I can imagine that some people must have been put through this in the past. As we look up to the future, I hope that the staff attention will be called. I don't know her name. But I met her on 29th October at the passport check point in Lagos for Ethiopia flight to Addis 13:40 and she is a slim lady.

If this is not addressed properly, I will make an official complaint with damages included with the help of my advocate.

Jacinta Ugonma Mahakwe",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/eb/a3/default-avatar-2020-38.jpg,https://www.tripadvisor.com/Profile/mahakweu,MAHAKWE U wrote a review Nov 1,MAHAKWE U,"Abuja, Nigeria",1 contribution,,Lagos - Sao Paulo,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r866836948-Ethiopian_Airlines-World.html,"Incompetent and uninformed Ethopian Airlines Staff at Passport Review point in Lagos International Airport,Nigeria",Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
Ethiopian airlines need to improve on their on board and other services. They lost my luggage with zero apology and left me stranded. Shame on you!!!,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ec/3d/default-avatar-2020-1.jpg,https://www.tripadvisor.com/Profile/AnitaA1900,Annie wrote a review Nov 1,Annie,,2 contributions,,Addis Ababa - Lome,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r866825277-Ethiopian_Airlines-World.html,Terrible and horrible  serivive. Lost my baggage no apologies from airline. I hope I never use this dumb airline again.,Date of travel: November 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"My partner and I flew the route Johannesburg-Addis Ababa-Mahe-Addis Ababa-Cape Town. I checked in two large new suitcases and when it arrived with us at Mahe Airport both suitcases broken into and unfortunately we saw it only after we left the airport. After we arrived at our accomodation and a short rest after our long journey I opened and unpacked my bags and realised that both bags were broken into as there were marks of forced entry on both bags (pictured) and my belongings were in a mess with items worth around $500 of items taken from my bags with very old pictures that cannot be replaced :( we went back to the airport in less than 24 hours and the baggage department wouldn’t file a report as we have left the airport and we also went to the Ethiopian Airlines office and conveniently the person responsible for baggage was off duty. I called the Ethiopian Airlines contact centre with the number listed on their offical website and he directed me to a report page that doesn’t exist. Till now, no one from the airline is willing to help us with our case. With the large volume of flights and lack of procedures to manage customers I gave up with this and anything to do with Ethiopian Airlines.

The Addis Ababa airport is also another story. There are constant bottle necks at security with not enough security guards watching peoples valuables when going through the scanning machine. You must stay vigilant when going through Addis Ababa airport! There are oceans of people coming in all directions at all times. Additionally, there are no water fountains at the airport and expect to pay $2 US for each small still water bottle.

The Ethiopian Airlines seats on our journey were all cramped and we ate the same meal each time on our flights (pictured). We were overall very disheartened with our journey and never risking to fly with Ethiopian Airlines again! This will be the first and last time traveling with Ethiopian Airlines. Goodbye Ethiopian Airlines!!",https://media-cdn.tripadvisor.com/media/photo-o/09/d0/03/d5/angela-c.jpg,https://www.tripadvisor.com/Profile/prettywings5,Angel wrote a review Oct 2022,Angel,"Suzhou, China",6 contributions,7 helpful votes,Johannesburg - Victoria,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r866353888-Ethiopian_Airlines-World.html,ZERO STAR AIRLINE,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
"The flight was ok just no pillows except you asked. The airline put us up in a disgusting 🤮 hotel called Debredamo, the hotel is extremely dirty and not well kept, dirty sheets,stained mattress, crusty remote control  , very dirty , smelly stained carpet.the sink was broken and the toilet won’t flush . Please STOP PUTTING YOUR GUESTS IN THIS DISGUSTING HOTEL . DO better",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f1/06/default-avatar-2020-18.jpg,https://www.tripadvisor.com/Profile/manueldW3437CU,Manuel D wrote a review Oct 2022,Manuel D,,7 contributions,5 helpful votes,Los Angeles - Addis Ababa,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729073-r866330328-Ethiopian_Airlines-World.html,Horrible service on flight going to Addis Ababa,Date of travel: October 2022,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_10
